result,fighter,opponent,f_kd,o_kd,f_str,o_str,f_td,o_td,f_sub,o_sub,weight_class,method,type,round,time,date,event_url
win,Rafael Dos Anjos,Bryan Barberena,0,0,20,14,4,0,2,0,Welterweight,SUB,Rear Naked Choke,2,3:20,2022-12-03,http://ufcstats.com/event-details/b23388ff8ac6637b
win,Matheus Nicolau,Matt Schnell,2,0,32,20,1,0,0,0,Flyweight,KO/TKO,Punch,2,1:44,2022-12-03,http://ufcstats.com/event-details/b23388ff8ac6637b
win,Sergei Pavlovich,Tai Tuivasa,2,0,23,2,0,0,0,0,Heavyweight,KO/TKO,Punches,1,0:54,2022-12-03,http://ufcstats.com/event-details/b23388ff8ac6637b
win,Roman Dolidze,Jack Hermansson,0,0,25,47,0,2,3,0,Middleweight,KO/TKO,Punches,2,4:06,2022-12-03,http://ufcstats.com/event-details/b23388ff8ac6637b
win,Phil Rowe,Niko Price,0,0,63,110,1,0,2,0,Welterweight,KO/TKO,Punches,3,3:26,2022-12-03,http://ufcstats.com/event-details/b23388ff8ac6637b
win,Clay Guida,Scott Holtzman,0,0,66,65,4,0,0,0,Lightweight,S-DEC,,3,5:00,2022-12-03,http://ufcstats.com/event-details/b23388ff8ac6637b
win,Michael Johnson,Marc Diakiese,0,0,83,55,0,0,0,0,Lightweight,U-DEC,,3,5:00,2022-12-03,http://ufcstats.com/event-details/b23388ff8ac6637b
win,Jonathan Pearce,Darren Elkins,0,0,110,57,2,2,0,0,Featherweight,U-DEC,,3,5:00,2022-12-03,http://ufcstats.com/event-details/b23388ff8ac6637b
win,Natan Levy,Genaro Valdez,0,0,67,49,6,0,0,0,Lightweight,U-DEC,,3,5:00,2022-12-03,http://ufcstats.com/event-details/b23388ff8ac6637b
win,Francis Marshall,Marcelo Rojo,1,0,23,31,1,0,0,0,Featherweight,KO/TKO,Punch,2,1:14,2022-12-03,http://ufcstats.com/event-details/b23388ff8ac6637b
win,Angela Hill,Emily Ducote,0,0,182,71,0,0,0,0,Women's Strawweight,U-DEC,,3,5:00,2022-12-03,http://ufcstats.com/event-details/b23388ff8ac6637b
win,Charles Johnson,Zhalgas Zhumagulov,0,0,115,119,0,1,0,0,Flyweight,S-DEC,,3,5:00,2022-11-19,http://ufcstats.com/event-details/012fc7cd0779c09a
win,Kennedy Nzechukwu,Ion Cutelaba,1,0,24,9,0,2,0,0,Light Heavyweight,KO/TKO,Knee,2,1:02,2022-11-19,http://ufcstats.com/event-details/012fc7cd0779c09a
win,Waldo Cortes-Acosta,Chase Sherman,0,0,147,66,0,1,0,0,Heavyweight,U-DEC,,3,5:00,2022-11-19,http://ufcstats.com/event-details/012fc7cd0779c09a
win,Muslim Salikhov,Andre Fialho,0,0,56,17,1,0,0,0,Welterweight,KO/TKO,Kick,3,1:03,2022-11-19,http://ufcstats.com/event-details/012fc7cd0779c09a
win,Jack Della Maddalena,Danny Roberts,2,0,33,5,0,0,0,0,Welterweight,KO/TKO,Punches,1,3:24,2022-11-19,http://ufcstats.com/event-details/012fc7cd0779c09a
win,Brady Hiestand,Fernie Garcia,0,0,19,21,3,1,1,1,Bantamweight,U-DEC,,3,5:00,2022-11-19,http://ufcstats.com/event-details/012fc7cd0779c09a
win,Ricky Turcios,Kevin Natividad,0,1,68,41,2,7,1,0,Bantamweight,S-DEC,,3,5:00,2022-11-19,http://ufcstats.com/event-details/012fc7cd0779c09a
win,Vanessa Demopoulos,Maria Oliveira,1,0,55,83,2,0,0,0,Women's Strawweight,U-DEC,,3,5:00,2022-11-19,http://ufcstats.com/event-details/012fc7cd0779c09a
win,Jennifer Maia,Maryna Moroz,0,0,109,80,0,0,0,0,Women's Flyweight,U-DEC,,3,5:00,2022-11-19,http://ufcstats.com/event-details/012fc7cd0779c09a
win,Miles Johns,Vince Morales,0,0,38,39,1,0,0,0,Bantamweight,U-DEC,,3,5:00,2022-11-19,http://ufcstats.com/event-details/012fc7cd0779c09a
win,Michael Trizano,SeungWoo Choi,2,1,32,26,0,0,0,0,Featherweight,KO/TKO,Punch,1,4:51,2022-11-12,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
win,Dan Hooker,Claudio Puelles,1,0,29,5,0,0,1,1,Lightweight,KO/TKO,Kick,2,4:06,2022-11-12,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
win,Zhang Weili,Carla Esparza,0,0,37,6,0,1,1,0,Women's Strawweight,SUB,Rear Naked Choke,2,1:05,2022-11-12,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
win,Dustin Poirier,Michael Chandler,0,0,38,43,0,3,2,0,Lightweight,SUB,Rear Naked Choke,3,2:00,2022-11-12,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
win,Chris Gutierrez,Frankie Edgar,1,0,10,2,0,0,0,0,Bantamweight,KO/TKO,Knee,1,2:01,2022-11-12,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
win,Renato Moicano,Brad Riddell,0,0,10,14,0,0,1,0,Lightweight,SUB,Rear Naked Choke,1,3:20,2022-11-12,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
win,Alex Pereira,Israel Adesanya,0,0,91,86,1,1,0,0,Middleweight,KO/TKO,Punches,5,2:01,2022-11-12,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
win,Erin Blanchfield,Molly McCann,0,0,25,7,1,0,2,0,Women's Flyweight,SUB,Kimura,1,3:37,2022-11-12,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
win,Matt Frevola,Ottman Azaitar,1,0,11,10,0,0,0,0,Lightweight,KO/TKO,Punch,1,2:30,2022-11-12,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
win,Karolina Kowalkiewicz,Silvana Gomez Juarez,0,0,74,77,2,0,0,0,Women's Strawweight,U-DEC,,3,5:00,2022-11-12,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
win,Montel Jackson,Julio Arce,1,0,48,26,0,1,0,0,Bantamweight,U-DEC,,3,5:00,2022-11-12,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
win,Ryan Spann,Dominick Reyes,1,0,8,5,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,1:20,2022-11-12,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
win,Andre Petroski,Wellington Turman,0,0,42,41,8,1,2,1,Middleweight,U-DEC,,3,5:00,2022-11-12,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
win,Grant Dawson,Mark Madsen,1,0,33,15,2,0,2,0,Lightweight,SUB,Rear Naked Choke,3,2:05,2022-11-05,http://ufcstats.com/event-details/756f45905fb20cb5
win,Amanda Lemos,Marina Rodriguez,0,0,29,19,1,0,1,0,Women's Strawweight,KO/TKO,Punches,3,0:54,2022-11-05,http://ufcstats.com/event-details/756f45905fb20cb5
win,Neil Magny,Daniel Rodriguez,0,0,57,66,5,0,1,0,Welterweight,SUB,D'Arce Choke,3,3:33,2022-11-05,http://ufcstats.com/event-details/756f45905fb20cb5
win,Shayilan Nuerdanbieke,Darrick Minner,1,0,19,5,0,0,0,0,Featherweight,KO/TKO,Elbows,1,1:07,2022-11-05,http://ufcstats.com/event-details/756f45905fb20cb5
win,Tagir Ulanbekov,Nate Maness,0,0,4,4,1,0,1,0,Flyweight,SUB,Guillotine Choke,1,2:11,2022-11-05,http://ufcstats.com/event-details/756f45905fb20cb5
win,Mario Bautista,Benito Lopez,0,0,44,17,1,0,3,0,Bantamweight,SUB,Triangle Armbar,1,4:54,2022-11-05,http://ufcstats.com/event-details/756f45905fb20cb5
win,Polyana Viana,Jinh Yu Frey,1,0,11,6,0,0,0,0,Women's Strawweight,KO/TKO,Punches,1,0:47,2022-11-05,http://ufcstats.com/event-details/756f45905fb20cb5
win,Johnny Munoz,Liudvik Sholinian,0,0,78,56,2,0,0,0,Bantamweight,U-DEC,,3,5:00,2022-11-05,http://ufcstats.com/event-details/756f45905fb20cb5
win,Jake Hadley,Carlos Candelario,0,0,90,69,0,1,1,0,Flyweight,SUB,Triangle Choke,2,2:39,2022-11-05,http://ufcstats.com/event-details/756f45905fb20cb5
win,Miranda Maverick,Shanna Young,0,0,63,29,5,0,1,0,Women's Flyweight,U-DEC,,3,5:00,2022-11-05,http://ufcstats.com/event-details/756f45905fb20cb5
win,Tresean Gore,Josh Fremd,0,0,10,24,3,0,1,0,Middleweight,SUB,Guillotine Choke,2,0:49,2022-10-29,http://ufcstats.com/event-details/be5aab761c40ef35
win,Khalil Rountree Jr.,Dustin Jacoby,0,0,85,120,0,0,0,0,Light Heavyweight,S-DEC,,3,5:00,2022-10-29,http://ufcstats.com/event-details/be5aab761c40ef35
win,Max Griffin,Tim Means,1,0,42,47,3,3,0,0,Welterweight,S-DEC,,3,5:00,2022-10-29,http://ufcstats.com/event-details/be5aab761c40ef35
win,Waldo Cortes-Acosta,Jared Vanderaa,0,0,73,56,0,0,0,0,Heavyweight,U-DEC,,3,5:00,2022-10-29,http://ufcstats.com/event-details/be5aab761c40ef35
win,Arnold Allen,Calvin Kattar,0,0,28,14,0,0,0,0,Featherweight,KO/TKO,,2,0:08,2022-10-29,http://ufcstats.com/event-details/be5aab761c40ef35
win,Marcos Rogerio de Lima,Andrei Arlovski,1,0,6,2,0,0,1,0,Heavyweight,SUB,Rear Naked Choke,1,1:50,2022-10-29,http://ufcstats.com/event-details/be5aab761c40ef35
win,JunYong Park,Joseph Holmes,0,0,18,20,2,0,2,0,Middleweight,SUB,Rear Naked Choke,2,3:04,2022-10-29,http://ufcstats.com/event-details/be5aab761c40ef35
win,Steve Garcia,Chase Hooper,3,0,29,10,0,0,0,0,Featherweight,KO/TKO,Punches,1,1:32,2022-10-29,http://ufcstats.com/event-details/be5aab761c40ef35
win,Cody Durden,Carlos Mota,0,0,17,12,4,0,0,1,Flyweight,U-DEC,,3,5:00,2022-10-29,http://ufcstats.com/event-details/be5aab761c40ef35
win,Roman Dolidze,Phil Hawes,1,0,18,11,0,1,1,0,Middleweight,KO/TKO,Punches,1,4:09,2022-10-29,http://ufcstats.com/event-details/be5aab761c40ef35
win,Manon Fiorot,Katlyn Chookagian,0,0,98,76,1,0,0,0,Women's Flyweight,U-DEC,,3,5:00,2022-10-22,http://ufcstats.com/event-details/885e7f70dcac0007
win,Islam Makhachev,Charles Oliveira,1,0,30,19,2,0,1,0,Lightweight,SUB,Arm Triangle,2,3:16,2022-10-22,http://ufcstats.com/event-details/885e7f70dcac0007
win,Aljamain Sterling,TJ Dillashaw,0,0,72,8,5,0,2,0,Bantamweight,KO/TKO,Punches,2,3:44,2022-10-22,http://ufcstats.com/event-details/885e7f70dcac0007
win,Sean O'Malley,Petr Yan,0,0,84,58,0,6,0,0,Bantamweight,S-DEC,,3,5:00,2022-10-22,http://ufcstats.com/event-details/885e7f70dcac0007
win,Beneil Dariush,Mateusz Gamrot,1,0,59,33,0,4,0,0,Lightweight,U-DEC,,3,5:00,2022-10-22,http://ufcstats.com/event-details/885e7f70dcac0007
win,Belal Muhammad,Sean Brady,0,0,80,58,0,0,0,0,Welterweight,KO/TKO,Punches,2,4:47,2022-10-22,http://ufcstats.com/event-details/885e7f70dcac0007
win,Nikita Krylov,Volkan Oezdemir,0,0,57,42,7,1,1,0,Light Heavyweight,U-DEC,,3,5:00,2022-10-22,http://ufcstats.com/event-details/885e7f70dcac0007
win,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,0,0,40,38,1,1,0,0,Welterweight,U-DEC,,3,5:00,2022-10-22,http://ufcstats.com/event-details/885e7f70dcac0007
win,Armen Petrosyan,AJ Dobson,0,0,118,58,0,3,0,0,Middleweight,U-DEC,,3,5:00,2022-10-22,http://ufcstats.com/event-details/885e7f70dcac0007
win,Muhammad Mokaev,Malcolm Gordon,0,0,21,17,6,1,1,1,Flyweight,SUB,Armbar,3,4:26,2022-10-22,http://ufcstats.com/event-details/885e7f70dcac0007
win,Caio Borralho,Makhmud Muradov,0,0,19,14,1,2,2,0,Middleweight,U-DEC,,3,5:00,2022-10-22,http://ufcstats.com/event-details/885e7f70dcac0007
win,Alonzo Menifield,Misha Cirkunov,1,0,8,5,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,1:28,2022-10-15,http://ufcstats.com/event-details/49c29e57d4e2be6f
win,Alexa Grasso,Viviane Araujo,0,0,153,126,0,2,0,0,Women's Flyweight,U-DEC,,5,5:00,2022-10-15,http://ufcstats.com/event-details/49c29e57d4e2be6f
win,Raphael Assuncao,Victor Henry,0,0,60,55,2,0,0,0,Bantamweight,U-DEC,,3,5:00,2022-10-15,http://ufcstats.com/event-details/49c29e57d4e2be6f
win,Jonathan Martinez,Cub Swanson,2,0,62,51,0,1,0,0,Bantamweight,KO/TKO,Kick,2,4:19,2022-10-15,http://ufcstats.com/event-details/49c29e57d4e2be6f
win,Dusko Todorovic,Jordan Wright,0,0,61,25,0,3,0,1,Middleweight,KO/TKO,Elbows,2,3:12,2022-10-15,http://ufcstats.com/event-details/49c29e57d4e2be6f
win,Jacob Malkoun,Nick Maximov,0,0,83,34,9,0,0,0,Middleweight,U-DEC,,3,5:00,2022-10-15,http://ufcstats.com/event-details/49c29e57d4e2be6f
win,Piera Rodriguez,Sam Hughes,0,0,83,69,5,0,0,0,Women's Strawweight,U-DEC,,3,5:00,2022-10-15,http://ufcstats.com/event-details/49c29e57d4e2be6f
win,Tatsuro Taira,CJ Vergara,0,0,22,19,3,0,2,0,Flyweight,SUB,Armbar,2,4:19,2022-10-15,http://ufcstats.com/event-details/49c29e57d4e2be6f
win,Joanderson Brito,Lucas Alexander,0,0,4,1,2,0,1,0,Featherweight,SUB,Rear Naked Choke,1,2:02,2022-10-15,http://ufcstats.com/event-details/49c29e57d4e2be6f
win,Mana Martinez,Brandon Davis,2,0,87,76,1,1,0,0,Bantamweight,S-DEC,,3,5:00,2022-10-15,http://ufcstats.com/event-details/49c29e57d4e2be6f
win,Mike Davis,Viacheslav Borshchev,0,0,65,63,9,0,1,0,Lightweight,U-DEC,,3,5:00,2022-10-01,http://ufcstats.com/event-details/4f670b7972fa0a2e
win,Daniel Santos,John Castaneda,1,1,69,57,2,3,0,0,Catch Weight                        KO/TKO              Knee              2              4:28,KO/TKO,Knee,2,4:28,2022-10-01,http://ufcstats.com/event-details/4f670b7972fa0a2e
win,Yan Xiaonan,Mackenzie Dern,0,0,113,61,0,2,0,2,Women's Strawweight,M-DEC,,5,5:00,2022-10-01,http://ufcstats.com/event-details/4f670b7972fa0a2e
win,Randy Brown,Francisco Trinaldo,1,0,60,40,0,1,1,0,Welterweight,U-DEC,,3,5:00,2022-10-01,http://ufcstats.com/event-details/4f670b7972fa0a2e
win,Raoni Barcelos,Trevin Jones,1,0,73,11,2,0,0,0,Bantamweight,U-DEC,,3,5:00,2022-10-01,http://ufcstats.com/event-details/4f670b7972fa0a2e
win,Sodiq Yusuff,Don Shainis,0,0,9,3,0,0,1,0,Featherweight,SUB,Guillotine Choke,1,0:30,2022-10-01,http://ufcstats.com/event-details/4f670b7972fa0a2e
win,Ilir Latifi,Aleksei Oleinik,0,0,38,28,3,0,0,0,Heavyweight,U-DEC,,3,5:00,2022-10-01,http://ufcstats.com/event-details/4f670b7972fa0a2e
win,Joaquim Silva,Jesse Ronson,1,0,45,39,0,0,0,0,Lightweight,KO/TKO,Flying Knee,2,3:08,2022-10-01,http://ufcstats.com/event-details/4f670b7972fa0a2e
win,Brendan Allen,Krzysztof Jotko,0,0,3,3,1,0,1,0,Middleweight,SUB,Rear Naked Choke,1,4:17,2022-10-01,http://ufcstats.com/event-details/4f670b7972fa0a2e
win,Chelsea Chandler,Julija Stoliarenko,0,0,38,12,0,1,0,0,Catch Weight                        KO/TKO              Punches              1              4:15,KO/TKO,Punches,1,4:15,2022-10-01,http://ufcstats.com/event-details/4f670b7972fa0a2e
win,Gregory Rodrigues,Chidi Njokuani,1,0,48,44,1,0,0,0,Middleweight,KO/TKO,Punches,2,1:27,2022-09-17,http://ufcstats.com/event-details/8d477c3fbe001f9d
win,Andre Fili,Bill Algeo,0,0,59,81,1,0,2,0,Featherweight,S-DEC,,3,5:00,2022-09-17,http://ufcstats.com/event-details/8d477c3fbe001f9d
win,Anthony Hernandez,Marc-Andre Barriault,0,0,39,25,8,0,2,0,Middleweight,SUB,Arm Triangle,3,1:53,2022-09-17,http://ufcstats.com/event-details/8d477c3fbe001f9d
win,Rodrigo Nascimento,Tanner Boser,0,0,36,62,3,0,1,0,Heavyweight,S-DEC,,3,5:00,2022-09-17,http://ufcstats.com/event-details/8d477c3fbe001f9d
win,Joe Pyfer,Alen Amedovski,1,0,14,11,0,0,0,0,Middleweight,KO/TKO,Punch,1,3:55,2022-09-17,http://ufcstats.com/event-details/8d477c3fbe001f9d
win,Cory Sandhagen,Song Yadong,0,0,94,54,1,2,0,0,Bantamweight,KO/TKO,,4,5:00,2022-09-17,http://ufcstats.com/event-details/8d477c3fbe001f9d
win,Javid Basharat,Tony Gravely,0,0,80,33,2,2,0,0,Bantamweight,U-DEC,,3,5:00,2022-09-17,http://ufcstats.com/event-details/8d477c3fbe001f9d
win,Gillian Robertson,Mariya Agapova,0,0,4,39,3,0,1,1,Women's Flyweight,SUB,Rear Naked Choke,2,2:19,2022-09-17,http://ufcstats.com/event-details/8d477c3fbe001f9d
win,Damon Jackson,Pat Sabatini,0,0,11,1,1,0,0,0,Featherweight,KO/TKO,Punches,1,1:09,2022-09-17,http://ufcstats.com/event-details/8d477c3fbe001f9d
win,Loma Lookboonmee,Denise Gomes,0,0,48,19,4,0,0,3,Women's Strawweight,U-DEC,,3,5:00,2022-09-17,http://ufcstats.com/event-details/8d477c3fbe001f9d
win,Trevin Giles,Louis Cosce,0,0,25,10,2,1,0,1,Welterweight,U-DEC,,3,5:00,2022-09-17,http://ufcstats.com/event-details/8d477c3fbe001f9d
win,Trey Ogden,Daniel Zellhuber,0,0,71,52,1,0,0,0,Lightweight,U-DEC,,3,5:00,2022-09-17,http://ufcstats.com/event-details/8d477c3fbe001f9d
win,Khamzat Chimaev,Kevin Holland,0,0,0,0,2,0,2,0,Catch Weight,SUB,D'Arce Choke,1,2:13,2022-09-10,http://ufcstats.com/event-details/93bf96be327fcd98
win,Johnny Walker,Ion Cutelaba,0,0,3,3,1,1,3,0,Light Heavyweight,SUB,Rear Naked Choke,1,4:37,2022-09-10,http://ufcstats.com/event-details/93bf96be327fcd98
win,Nate Diaz,Tony Ferguson,0,0,101,80,0,1,1,0,Welterweight,SUB,Guillotine Choke,4,2:52,2022-09-10,http://ufcstats.com/event-details/93bf96be327fcd98
win,Daniel Rodriguez,Li Jingliang,0,0,88,78,0,1,0,0,Catch Weight,S-DEC,,3,5:00,2022-09-10,http://ufcstats.com/event-details/93bf96be327fcd98
win,Irene Aldana,Macy Chiasson,1,0,37,39,0,3,2,0,Catch Weight                        KO/TKO              Kick              3              2:21,KO/TKO,Kick,3,2:21,2022-09-10,http://ufcstats.com/event-details/93bf96be327fcd98
win,Julian Erosa,Hakeem Dawodu,0,0,92,74,2,0,0,0,Featherweight,U-DEC,,3,5:00,2022-09-10,http://ufcstats.com/event-details/93bf96be327fcd98
win,Elise Reed,Melissa Martinez,1,0,38,45,3,1,0,0,Women's Strawweight,U-DEC,,3,5:00,2022-09-10,http://ufcstats.com/event-details/93bf96be327fcd98
win,Denis Tiuliulin,Jamie Pickett,2,0,73,60,0,0,0,0,Middleweight,KO/TKO,Punches,2,4:52,2022-09-10,http://ufcstats.com/event-details/93bf96be327fcd98
win,Norma Dumont,Danyelle Wolf,1,0,52,20,2,0,0,0,Women's Featherweight,U-DEC,,3,5:00,2022-09-10,http://ufcstats.com/event-details/93bf96be327fcd98
win,Alatengheili,Chad Anheliger,0,0,49,39,2,0,0,0,Bantamweight,U-DEC,,3,5:00,2022-09-10,http://ufcstats.com/event-details/93bf96be327fcd98
win,Jailton Almeida,Anton Turkalj,0,0,17,1,3,0,2,0,Catch Weight                        SUB              Rear Naked Choke              1              4:27,SUB,Rear Naked Choke,1,4:27,2022-09-10,http://ufcstats.com/event-details/93bf96be327fcd98
win,Chris Barnett,Jake Collier,0,1,54,51,0,1,0,1,Heavyweight,KO/TKO,Punches,2,2:24,2022-09-10,http://ufcstats.com/event-details/93bf96be327fcd98
win,Fares Ziam,Michal Figlak,0,0,60,28,3,1,0,0,Lightweight,U-DEC,,3,5:00,2022-09-03,http://ufcstats.com/event-details/00a905a4a4a2b071
win,Ciryl Gane,Tai Tuivasa,1,1,110,29,0,0,0,0,Heavyweight,KO/TKO,Punches,3,4:23,2022-09-03,http://ufcstats.com/event-details/00a905a4a4a2b071
win,Roman Kopylov,Alessio Di Chirico,1,0,59,39,0,0,0,0,Middleweight,KO/TKO,Punches,3,1:09,2022-09-03,http://ufcstats.com/event-details/00a905a4a4a2b071
win,Nassourdine Imavov,Joaquin Buckley,0,0,51,46,2,0,2,0,Middleweight,U-DEC,,3,5:00,2022-09-03,http://ufcstats.com/event-details/00a905a4a4a2b071
win,William Gomis,Jarno Errens,0,0,32,20,3,0,0,1,Featherweight,U-DEC,,3,5:00,2022-09-03,http://ufcstats.com/event-details/00a905a4a4a2b071
win,Robert Whittaker,Marvin Vettori,0,0,74,33,1,0,0,0,Middleweight,U-DEC,,3,5:00,2022-09-03,http://ufcstats.com/event-details/00a905a4a4a2b071
win,Abus Magomedov,Dustin Stoltzfus,1,0,7,0,0,0,0,0,Middleweight,KO/TKO,Punches,1,0:19,2022-09-03,http://ufcstats.com/event-details/00a905a4a4a2b071
win,Benoit Saint Denis,Gabriel Miranda,3,0,42,20,1,1,0,0,Lightweight,KO/TKO,Punch,2,0:16,2022-09-03,http://ufcstats.com/event-details/00a905a4a4a2b071
win,Cristian Quinonez,Khalid Taha,0,0,19,6,0,0,0,0,Bantamweight,KO/TKO,Punches,1,3:15,2022-09-03,http://ufcstats.com/event-details/00a905a4a4a2b071
win,Nasrat Haqparast,John Makdessi,1,0,64,73,2,0,0,0,Lightweight,U-DEC,,3,5:00,2022-09-03,http://ufcstats.com/event-details/00a905a4a4a2b071
win,Nathaniel Wood,Charles Jourdain,0,0,97,86,5,1,0,0,Featherweight,U-DEC,,3,5:00,2022-09-03,http://ufcstats.com/event-details/00a905a4a4a2b071
win,Amir Albazi,Francisco Figueiredo,0,0,12,11,2,0,1,0,Flyweight,SUB,Rear Naked Choke,1,4:34,2022-08-20,http://ufcstats.com/event-details/4f853e98886283cf
win,Paulo Costa,Luke Rockhold,0,0,73,51,2,1,0,0,Middleweight,U-DEC,,3,5:00,2022-08-20,http://ufcstats.com/event-details/4f853e98886283cf
win,Merab Dvalishvili,Jose Aldo,0,0,57,38,0,0,0,0,Bantamweight,U-DEC,,3,5:00,2022-08-20,http://ufcstats.com/event-details/4f853e98886283cf
win,Leon Edwards,Kamaru Usman,1,0,55,83,1,5,1,0,Welterweight,KO/TKO,Kick,5,4:04,2022-08-20,http://ufcstats.com/event-details/4f853e98886283cf
win,Lucie Pudilova,Wu Yanan,0,0,39,26,2,0,1,0,Women's Bantamweight,KO/TKO,Elbows,2,4:04,2022-08-20,http://ufcstats.com/event-details/4f853e98886283cf
win,Tyson Pedro,Harry Hunsucker,1,0,6,2,0,0,0,0,Light Heavyweight,KO/TKO,Kick,1,1:05,2022-08-20,http://ufcstats.com/event-details/4f853e98886283cf
draw,Sean Woodson,Luis Saldana,0,2,73,91,0,1,1,0,Featherweight,S-DEC,,3,5:00,2022-08-20,http://ufcstats.com/event-details/4f853e98886283cf
win,Marcin Tybura,Alexandr Romanov,0,0,47,40,0,2,0,0,Heavyweight,M-DEC,,3,5:00,2022-08-20,http://ufcstats.com/event-details/4f853e98886283cf
win,Ange Loosa,AJ Fletcher,0,0,129,87,2,0,0,0,Welterweight,U-DEC,,3,5:00,2022-08-20,http://ufcstats.com/event-details/4f853e98886283cf
win,Jared Gordon,Leonardo Santos,0,0,116,36,0,0,0,0,Lightweight,U-DEC,,3,5:00,2022-08-20,http://ufcstats.com/event-details/4f853e98886283cf
win,Aoriqileng,Jay Perrin,0,0,72,88,0,3,0,0,Bantamweight,U-DEC,,3,5:00,2022-08-20,http://ufcstats.com/event-details/4f853e98886283cf
win,Marlon Vera,Dominick Cruz,3,0,61,92,0,2,0,0,Bantamweight,KO/TKO,Kick,4,2:17,2022-08-13,http://ufcstats.com/event-details/a23e63184c65f5b8
win,Nate Landwehr,David Onama,0,1,91,71,3,1,2,0,Featherweight,M-DEC,,3,5:00,2022-08-13,http://ufcstats.com/event-details/a23e63184c65f5b8
win,Yazmin Jauregui,Iasmin Lucindo,0,0,86,66,0,0,0,0,Women's Strawweight,U-DEC,,3,5:00,2022-08-13,http://ufcstats.com/event-details/a23e63184c65f5b8
win,Azamat Murzakanov,Devin Clark,1,0,79,14,0,0,0,0,Light Heavyweight,KO/TKO,Punch,3,1:18,2022-08-13,http://ufcstats.com/event-details/a23e63184c65f5b8
win,Angela Hill,Loopy Godinez,0,0,85,92,1,1,0,0,Catch Weight,U-DEC,,3,5:00,2022-08-13,http://ufcstats.com/event-details/a23e63184c65f5b8
win,Martin Buday,Lukasz Brzeski,0,0,66,118,0,0,0,0,Heavyweight,S-DEC,,3,5:00,2022-08-13,http://ufcstats.com/event-details/a23e63184c65f5b8
win,Nina Nunes,Cynthia Calvillo,0,0,39,48,0,3,0,0,Women's Flyweight,S-DEC,,3,5:00,2022-08-13,http://ufcstats.com/event-details/a23e63184c65f5b8
win,Gabriel Benitez,Charlie Ontiveros,0,0,37,22,1,0,0,0,Lightweight,KO/TKO,Punches,1,3:33,2022-08-13,http://ufcstats.com/event-details/a23e63184c65f5b8
win,Tyson Nam,Ode Osbourne,1,0,13,15,0,0,0,0,Flyweight,KO/TKO,Punch,1,2:59,2022-08-13,http://ufcstats.com/event-details/a23e63184c65f5b8
win,Josh Quinlan,Jason Witt,1,0,3,1,0,1,0,0,Catch Weight,KO/TKO,Punch,1,2:09,2022-08-13,http://ufcstats.com/event-details/a23e63184c65f5b8
win,Priscila Cachoeira,Ariane Lipski,1,0,20,4,0,0,0,0,Women's Bantamweight,KO/TKO,Punches,1,1:05,2022-08-13,http://ufcstats.com/event-details/a23e63184c65f5b8
win,Gerald Meerschaert,Bruno Silva,1,0,46,29,1,0,1,0,Middleweight,SUB,Guillotine Choke,3,1:39,2022-08-13,http://ufcstats.com/event-details/a23e63184c65f5b8
win,Geoff Neal,Vicente Luque,2,0,121,97,1,0,0,0,Welterweight,KO/TKO,Punches,3,2:01,2022-08-06,http://ufcstats.com/event-details/8f6a18831a120817
win,Serghei Spivac,Augusto Sakai,0,0,33,8,6,0,1,0,Heavyweight,KO/TKO,Punches,2,3:42,2022-08-06,http://ufcstats.com/event-details/8f6a18831a120817
win,Jamahal Hill,Thiago Santos,0,0,89,53,0,6,0,0,Light Heavyweight,KO/TKO,Elbows,4,2:31,2022-08-06,http://ufcstats.com/event-details/8f6a18831a120817
win,Mohammed Usman,Zac Pauga,1,0,12,32,0,0,0,0,Heavyweight,KO/TKO,Punch,2,0:36,2022-08-06,http://ufcstats.com/event-details/8f6a18831a120817
win,Michal Oleksiejczuk,Sam Alvey,2,0,22,3,0,0,0,0,Middleweight,KO/TKO,Punch,1,1:56,2022-08-06,http://ufcstats.com/event-details/8f6a18831a120817
win,Juliana Miller,Brogan Walker,0,0,54,30,4,0,1,0,Women's Flyweight,KO/TKO,Elbows,3,3:57,2022-08-06,http://ufcstats.com/event-details/8f6a18831a120817
win,Cory McKenna,Miranda Granger,0,0,13,13,3,0,2,0,Women's Strawweight,SUB,Von Flue Choke,2,1:03,2022-08-06,http://ufcstats.com/event-details/8f6a18831a120817
win,Terrance McKinney,Erick Gonzalez,0,0,18,9,1,0,1,0,Lightweight,SUB,Rear Naked Choke,1,2:17,2022-08-06,http://ufcstats.com/event-details/8f6a18831a120817
