fighter,event_url
Kyung Ho Kang,http://ufcstats.com/event-details/3a24769a4855040a
Silvana Gomez Juarez,http://ufcstats.com/event-details/3a24769a4855040a
Alexander Volkov,http://ufcstats.com/event-details/57591bbf1623574e
Movsar Evloev,http://ufcstats.com/event-details/57591bbf1623574e
Lucas Almeida,http://ufcstats.com/event-details/57591bbf1623574e
Karine Silva,http://ufcstats.com/event-details/57591bbf1623574e
Ode Osbourne,http://ufcstats.com/event-details/57591bbf1623574e
Alonzo Menifield,http://ufcstats.com/event-details/57591bbf1623574e
Karolina Kowalkiewicz,http://ufcstats.com/event-details/57591bbf1623574e
Joe Solecki,http://ufcstats.com/event-details/57591bbf1623574e
Damon Jackson,http://ufcstats.com/event-details/57591bbf1623574e
Benoit Saint Denis,http://ufcstats.com/event-details/57591bbf1623574e
Tony Gravely,http://ufcstats.com/event-details/57591bbf1623574e
Jeff Molina,http://ufcstats.com/event-details/57591bbf1623574e
Rinat Fakhretdinov,http://ufcstats.com/event-details/57591bbf1623574e
Ketlen Vieira,http://ufcstats.com/event-details/a6c32678efd4f434
Michel Pereira,http://ufcstats.com/event-details/a6c32678efd4f434
Chidi Njokuani,http://ufcstats.com/event-details/a6c32678efd4f434
Tabatha Ricci,http://ufcstats.com/event-details/a6c32678efd4f434
JunYong Park,http://ufcstats.com/event-details/a6c32678efd4f434
Joseph Holmes,http://ufcstats.com/event-details/a6c32678efd4f434
Jailton Almeida,http://ufcstats.com/event-details/a6c32678efd4f434
Uros Medic,http://ufcstats.com/event-details/a6c32678efd4f434
Jonathan Martinez,http://ufcstats.com/event-details/a6c32678efd4f434
Chase Hooper,http://ufcstats.com/event-details/a6c32678efd4f434
Jan Blachowicz,http://ufcstats.com/event-details/60ba33c3f555a7a3
Ryan Spann,http://ufcstats.com/event-details/60ba33c3f555a7a3
Davey Grant,http://ufcstats.com/event-details/60ba33c3f555a7a3
Katlyn Chookagian,http://ufcstats.com/event-details/60ba33c3f555a7a3
Manuel Torres,http://ufcstats.com/event-details/60ba33c3f555a7a3
Allan Nascimento,http://ufcstats.com/event-details/60ba33c3f555a7a3
Viviane Araujo,http://ufcstats.com/event-details/60ba33c3f555a7a3
Michael Johnson,http://ufcstats.com/event-details/60ba33c3f555a7a3
Virna Jandiroba,http://ufcstats.com/event-details/60ba33c3f555a7a3
Tatsuro Taira,http://ufcstats.com/event-details/60ba33c3f555a7a3
Charles Oliveira,http://ufcstats.com/event-details/253d3f9e97ca149a
Carla Esparza,http://ufcstats.com/event-details/253d3f9e97ca149a
Michael Chandler,http://ufcstats.com/event-details/253d3f9e97ca149a
Ovince Saint Preux,http://ufcstats.com/event-details/253d3f9e97ca149a
Randy Brown,http://ufcstats.com/event-details/253d3f9e97ca149a
Francisco Trinaldo,http://ufcstats.com/event-details/253d3f9e97ca149a
Macy Chiasson,http://ufcstats.com/event-details/253d3f9e97ca149a
Brandon Royval,http://ufcstats.com/event-details/253d3f9e97ca149a
Blagoy Ivanov,http://ufcstats.com/event-details/253d3f9e97ca149a
Andre Fialho,http://ufcstats.com/event-details/253d3f9e97ca149a
Tracy Cortez,http://ufcstats.com/event-details/253d3f9e97ca149a
CJ Vergara,http://ufcstats.com/event-details/253d3f9e97ca149a
Loopy Godinez,http://ufcstats.com/event-details/253d3f9e97ca149a
Marlon Vera,http://ufcstats.com/event-details/6bf5a7d3e081ade2
Andrei Arlovski,http://ufcstats.com/event-details/6bf5a7d3e081ade2
Joanderson Brito,http://ufcstats.com/event-details/6bf5a7d3e081ade2
Grant Dawson,http://ufcstats.com/event-details/6bf5a7d3e081ade2
Darren Elkins,http://ufcstats.com/event-details/6bf5a7d3e081ade2
Krzysztof Jotko,http://ufcstats.com/event-details/6bf5a7d3e081ade2
Alexandr Romanov,http://ufcstats.com/event-details/6bf5a7d3e081ade2
Francisco Figueiredo,http://ufcstats.com/event-details/6bf5a7d3e081ade2
Gabe Green,http://ufcstats.com/event-details/6bf5a7d3e081ade2
Natan Levy,http://ufcstats.com/event-details/6bf5a7d3e081ade2
Jessica Andrade,http://ufcstats.com/event-details/236a37d96d476164
Claudio Puelles,http://ufcstats.com/event-details/236a37d96d476164
Maycee Barber,http://ufcstats.com/event-details/236a37d96d476164
Charles Jourdain,http://ufcstats.com/event-details/236a37d96d476164
Marc-Andre Barriault,http://ufcstats.com/event-details/236a37d96d476164
Sergey Khandozhko,http://ufcstats.com/event-details/236a37d96d476164
Tyson Pedro,http://ufcstats.com/event-details/236a37d96d476164
Aoriqileng,http://ufcstats.com/event-details/236a37d96d476164
Preston Parsons,http://ufcstats.com/event-details/236a37d96d476164
Philipe Lins,http://ufcstats.com/event-details/236a37d96d476164
Belal Muhammad,http://ufcstats.com/event-details/8753e125f4499816
Caio Borralho,http://ufcstats.com/event-details/8753e125f4499816
Andre Fialho,http://ufcstats.com/event-details/8753e125f4499816
Mayra Bueno Silva,http://ufcstats.com/event-details/8753e125f4499816
Pat Sabatini,http://ufcstats.com/event-details/8753e125f4499816
Mounir Lazzez,http://ufcstats.com/event-details/8753e125f4499816
Devin Clark,http://ufcstats.com/event-details/8753e125f4499816
Pannie Kianzad,http://ufcstats.com/event-details/8753e125f4499816
Drakkar Klose,http://ufcstats.com/event-details/8753e125f4499816
Rafa Garcia,http://ufcstats.com/event-details/8753e125f4499816
Martin Buday,http://ufcstats.com/event-details/8753e125f4499816
Jordan Leavitt,http://ufcstats.com/event-details/8753e125f4499816
Sam Hughes,http://ufcstats.com/event-details/8753e125f4499816
Alexander Volkanovski,http://ufcstats.com/event-details/3a97fda0de6f1fa4
Aljamain Sterling,http://ufcstats.com/event-details/3a97fda0de6f1fa4
Khamzat Chimaev,http://ufcstats.com/event-details/3a97fda0de6f1fa4
Mackenzie Dern,http://ufcstats.com/event-details/3a97fda0de6f1fa4
Mark Madsen,http://ufcstats.com/event-details/3a97fda0de6f1fa4
Ian Garry,http://ufcstats.com/event-details/3a97fda0de6f1fa4
Anthony Hernandez,http://ufcstats.com/event-details/3a97fda0de6f1fa4
Raquel Pennington,http://ufcstats.com/event-details/3a97fda0de6f1fa4
Mike Malott,http://ufcstats.com/event-details/3a97fda0de6f1fa4
Aleksei Oleinik,http://ufcstats.com/event-details/3a97fda0de6f1fa4
Piera Rodriguez,http://ufcstats.com/event-details/3a97fda0de6f1fa4
Curtis Blaydes,http://ufcstats.com/event-details/1fac46d466abd5b8
Alexa Grasso,http://ufcstats.com/event-details/1fac46d466abd5b8
Bryan Barberena,http://ufcstats.com/event-details/1fac46d466abd5b8
Kai Kara-France,http://ufcstats.com/event-details/1fac46d466abd5b8
Neil Magny,http://ufcstats.com/event-details/1fac46d466abd5b8
Marc Diakiese,http://ufcstats.com/event-details/1fac46d466abd5b8
Sara McMann,http://ufcstats.com/event-details/1fac46d466abd5b8
Chris Gutierrez,http://ufcstats.com/event-details/1fac46d466abd5b8
Aliaskhab Khizriev,http://ufcstats.com/event-details/1fac46d466abd5b8
Manon Fiorot,http://ufcstats.com/event-details/1fac46d466abd5b8
Matheus Nicolau,http://ufcstats.com/event-details/1fac46d466abd5b8
Tom Aspinall,http://ufcstats.com/event-details/1d00756835ca67c9
Arnold Allen,http://ufcstats.com/event-details/1d00756835ca67c9
Paddy Pimblett,http://ufcstats.com/event-details/1d00756835ca67c9
Gunnar Nelson,http://ufcstats.com/event-details/1d00756835ca67c9
Molly McCann,http://ufcstats.com/event-details/1d00756835ca67c9
Ilia Topuria,http://ufcstats.com/event-details/1d00756835ca67c9
Makwan Amirkhani,http://ufcstats.com/event-details/1d00756835ca67c9
Sergei Pavlovich,http://ufcstats.com/event-details/1d00756835ca67c9
Paul Craig,http://ufcstats.com/event-details/1d00756835ca67c9
Jack Shore,http://ufcstats.com/event-details/1d00756835ca67c9
Elise Reed,http://ufcstats.com/event-details/1d00756835ca67c9
Magomed Ankalaev,http://ufcstats.com/event-details/1f9344211ca7fd60
Song Yadong,http://ufcstats.com/event-details/1f9344211ca7fd60
Sodiq Yusuff,http://ufcstats.com/event-details/1f9344211ca7fd60
Khalil Rountree Jr.,http://ufcstats.com/event-details/1f9344211ca7fd60
Drew Dober,http://ufcstats.com/event-details/1f9344211ca7fd60
Alex Pereira,http://ufcstats.com/event-details/1f9344211ca7fd60
Matthew Semelsberger,http://ufcstats.com/event-details/1f9344211ca7fd60
JJ Aldrich,http://ufcstats.com/event-details/1f9344211ca7fd60
Javid Basharat,http://ufcstats.com/event-details/1f9344211ca7fd60
Damon Jackson,http://ufcstats.com/event-details/1f9344211ca7fd60
Miranda Maverick,http://ufcstats.com/event-details/1f9344211ca7fd60
Cody Brundage,http://ufcstats.com/event-details/1f9344211ca7fd60
Guido Cannetti,http://ufcstats.com/event-details/1f9344211ca7fd60
Colby Covington,http://ufcstats.com/event-details/75e0d3cc2262b732
Rafael Dos Anjos,http://ufcstats.com/event-details/75e0d3cc2262b732
Bryce Mitchell,http://ufcstats.com/event-details/75e0d3cc2262b732
Kevin Holland,http://ufcstats.com/event-details/75e0d3cc2262b732
Serghei Spivac,http://ufcstats.com/event-details/75e0d3cc2262b732
Jalin Turner,http://ufcstats.com/event-details/75e0d3cc2262b732
Marina Rodriguez,http://ufcstats.com/event-details/75e0d3cc2262b732
Nicolae Negumereanu,http://ufcstats.com/event-details/75e0d3cc2262b732
Maryna Moroz,http://ufcstats.com/event-details/75e0d3cc2262b732
Umar Nurmagomedov,http://ufcstats.com/event-details/75e0d3cc2262b732
Tim Elliott,http://ufcstats.com/event-details/75e0d3cc2262b732
Ludovit Klein,http://ufcstats.com/event-details/75e0d3cc2262b732
Islam Makhachev,http://ufcstats.com/event-details/f6a7b02c42e9fc5b
Wellington Turman,http://ufcstats.com/event-details/f6a7b02c42e9fc5b
Priscila Cachoeira,http://ufcstats.com/event-details/f6a7b02c42e9fc5b
Arman Tsarukyan,http://ufcstats.com/event-details/f6a7b02c42e9fc5b
Armen Petrosyan,http://ufcstats.com/event-details/f6a7b02c42e9fc5b
Ignacio Bahamondes,http://ufcstats.com/event-details/f6a7b02c42e9fc5b
Josiane Nunes,http://ufcstats.com/event-details/f6a7b02c42e9fc5b
Terrance McKinney,http://ufcstats.com/event-details/f6a7b02c42e9fc5b
Jonathan Martinez,http://ufcstats.com/event-details/f6a7b02c42e9fc5b
Ramiz Brahimaj,http://ufcstats.com/event-details/f6a7b02c42e9fc5b
Jamahal Hill,http://ufcstats.com/event-details/77940e45bc86208e
Kyle Daukaus,http://ufcstats.com/event-details/77940e45bc86208e
Parker Porter,http://ufcstats.com/event-details/77940e45bc86208e
Jim Miller,http://ufcstats.com/event-details/77940e45bc86208e
Joaquin Buckley,http://ufcstats.com/event-details/77940e45bc86208e
David Onama,http://ufcstats.com/event-details/77940e45bc86208e
Stephanie Egger,http://ufcstats.com/event-details/77940e45bc86208e
Chas Skelly,http://ufcstats.com/event-details/77940e45bc86208e
Gloria de Paula,http://ufcstats.com/event-details/77940e45bc86208e
Chad Anheliger,http://ufcstats.com/event-details/77940e45bc86208e
Jonathan Pearce,http://ufcstats.com/event-details/77940e45bc86208e
Israel Adesanya,http://ufcstats.com/event-details/cbb682f5fcc44bfc
Tai Tuivasa,http://ufcstats.com/event-details/cbb682f5fcc44bfc
Jared Cannonier,http://ufcstats.com/event-details/cbb682f5fcc44bfc
Renato Moicano,http://ufcstats.com/event-details/cbb682f5fcc44bfc
Bobby Green,http://ufcstats.com/event-details/cbb682f5fcc44bfc
Andrei Arlovski,http://ufcstats.com/event-details/cbb682f5fcc44bfc
Casey O'Neill,http://ufcstats.com/event-details/cbb682f5fcc44bfc
Kyler Phillips,http://ufcstats.com/event-details/cbb682f5fcc44bfc
Carlos Ulberg,http://ufcstats.com/event-details/cbb682f5fcc44bfc
Ronnie Lawrence,http://ufcstats.com/event-details/cbb682f5fcc44bfc
Jacob Malkoun,http://ufcstats.com/event-details/cbb682f5fcc44bfc
Douglas Silva de Andrade,http://ufcstats.com/event-details/cbb682f5fcc44bfc
Jeremiah Wells,http://ufcstats.com/event-details/cbb682f5fcc44bfc
Sean Strickland,http://ufcstats.com/event-details/883922e5cd6d8473
Nick Maximov,http://ufcstats.com/event-details/883922e5cd6d8473
Shavkat Rakhmonov,http://ufcstats.com/event-details/883922e5cd6d8473
Brendan Allen,http://ufcstats.com/event-details/883922e5cd6d8473
Bryan Battle,http://ufcstats.com/event-details/883922e5cd6d8473
Julian Erosa,http://ufcstats.com/event-details/883922e5cd6d8473
John Castaneda,http://ufcstats.com/event-details/883922e5cd6d8473
Hakeem Dawodu,http://ufcstats.com/event-details/883922e5cd6d8473
Chidi Njokuani,http://ufcstats.com/event-details/883922e5cd6d8473
Alexis Davis,http://ufcstats.com/event-details/883922e5cd6d8473
Jailton Almeida,http://ufcstats.com/event-details/883922e5cd6d8473
Phil Rowe,http://ufcstats.com/event-details/883922e5cd6d8473
Francis Ngannou,http://ufcstats.com/event-details/335ad945324c3a2e
Deiveson Figueiredo,http://ufcstats.com/event-details/335ad945324c3a2e
Michel Pereira,http://ufcstats.com/event-details/335ad945324c3a2e
Said Nurmagomedov,http://ufcstats.com/event-details/335ad945324c3a2e
Michael Morales,http://ufcstats.com/event-details/335ad945324c3a2e
Victor Henry,http://ufcstats.com/event-details/335ad945324c3a2e
Jack Della Maddalena,http://ufcstats.com/event-details/335ad945324c3a2e
Tony Gravely,http://ufcstats.com/event-details/335ad945324c3a2e
Matt Frevola,http://ufcstats.com/event-details/335ad945324c3a2e
Vanessa Demopoulos,http://ufcstats.com/event-details/335ad945324c3a2e
Calvin Kattar,http://ufcstats.com/event-details/f5585e675af7afd4
Jake Collier,http://ufcstats.com/event-details/f5585e675af7afd4
Brandon Royval,http://ufcstats.com/event-details/f5585e675af7afd4
Katlyn Chookagian,http://ufcstats.com/event-details/f5585e675af7afd4
Viacheslav Borshchev,http://ufcstats.com/event-details/f5585e675af7afd4
Bill Algeo,http://ufcstats.com/event-details/f5585e675af7afd4
Jamie Pickett,http://ufcstats.com/event-details/f5585e675af7afd4
Court McGee,http://ufcstats.com/event-details/f5585e675af7afd4
Brian Kelleher,http://ufcstats.com/event-details/f5585e675af7afd4
Derrick Lewis,http://ufcstats.com/event-details/2a470ad41c22c25a
Belal Muhammad,http://ufcstats.com/event-details/2a470ad41c22c25a
Amanda Lemos,http://ufcstats.com/event-details/2a470ad41c22c25a
Ricky Simon,http://ufcstats.com/event-details/2a470ad41c22c25a
Mateusz Gamrot,http://ufcstats.com/event-details/2a470ad41c22c25a
Cub Swanson,http://ufcstats.com/event-details/2a470ad41c22c25a
Gerald Meerschaert,http://ufcstats.com/event-details/2a470ad41c22c25a
Justin Tafa,http://ufcstats.com/event-details/2a470ad41c22c25a
Melissa Gatto,http://ufcstats.com/event-details/2a470ad41c22c25a
Charles Jourdain,http://ufcstats.com/event-details/2a470ad41c22c25a
Raquel Pennington,http://ufcstats.com/event-details/2a470ad41c22c25a
Don'Tale Mayes,http://ufcstats.com/event-details/2a470ad41c22c25a
Alex Pereira,http://ufcstats.com/event-details/3dc3022232b79c7a
Jorge Masvidal,http://ufcstats.com/event-details/3dc3022232b79c7a
Adrian Yanez,http://ufcstats.com/event-details/3dc3022232b79c7a
Santiago Ponzinibbio,http://ufcstats.com/event-details/3dc3022232b79c7a
Raul Rosas Jr.,http://ufcstats.com/event-details/3dc3022232b79c7a
Chris Curtis,http://ufcstats.com/event-details/3dc3022232b79c7a
Michelle Waterson-Gomez,http://ufcstats.com/event-details/3dc3022232b79c7a
Gerald Meerschaert,http://ufcstats.com/event-details/3dc3022232b79c7a
Cynthia Calvillo,http://ufcstats.com/event-details/3dc3022232b79c7a
Trey Ogden,http://ufcstats.com/event-details/3dc3022232b79c7a
Shayilan Nuerdanbieke,http://ufcstats.com/event-details/3dc3022232b79c7a
Marlon Vera,http://ufcstats.com/event-details/aec273fcb765330d
Yana Santos,http://ufcstats.com/event-details/aec273fcb765330d
Austin Lingo,http://ufcstats.com/event-details/aec273fcb765330d
Andrea Lee,http://ufcstats.com/event-details/aec273fcb765330d
Chidi Njokuani,http://ufcstats.com/event-details/aec273fcb765330d
Tucker Lutz,http://ufcstats.com/event-details/aec273fcb765330d
Steven Peterson,http://ufcstats.com/event-details/aec273fcb765330d
Preston Parsons,http://ufcstats.com/event-details/aec273fcb765330d
Daniel Lacerda,http://ufcstats.com/event-details/aec273fcb765330d
Kamaru Usman,http://ufcstats.com/event-details/e4bb7e483c4ad318
Rafael Fiziev,http://ufcstats.com/event-details/e4bb7e483c4ad318
Bryan Barberena,http://ufcstats.com/event-details/e4bb7e483c4ad318
Casey O'Neill,http://ufcstats.com/event-details/e4bb7e483c4ad318
Roman Dolidze,http://ufcstats.com/event-details/e4bb7e483c4ad318
Makwan Amirkhani,http://ufcstats.com/event-details/e4bb7e483c4ad318
Omar Morales,http://ufcstats.com/event-details/e4bb7e483c4ad318
Sam Patterson,http://ufcstats.com/event-details/e4bb7e483c4ad318
Jafel Filho,http://ufcstats.com/event-details/e4bb7e483c4ad318
Gabriel Santos,http://ufcstats.com/event-details/e4bb7e483c4ad318
Dusko Todorovic,http://ufcstats.com/event-details/e4bb7e483c4ad318
Malcolm Gordon,http://ufcstats.com/event-details/e4bb7e483c4ad318
Luana Carolina,http://ufcstats.com/event-details/e4bb7e483c4ad318
Ludovit Klein,http://ufcstats.com/event-details/e4bb7e483c4ad318
Petr Yan,http://ufcstats.com/event-details/35080a7f406f9ab3
Alexandr Romanov,http://ufcstats.com/event-details/35080a7f406f9ab3
Ryan Spann,http://ufcstats.com/event-details/35080a7f406f9ab3
Said Nurmagomedov,http://ufcstats.com/event-details/35080a7f406f9ab3
Guido Cannetti,http://ufcstats.com/event-details/35080a7f406f9ab3
Anton Turkalj,http://ufcstats.com/event-details/35080a7f406f9ab3
Lukasz Brzeski,http://ufcstats.com/event-details/35080a7f406f9ab3
Raphael Assuncao,http://ufcstats.com/event-details/35080a7f406f9ab3
Sedriques Dumas,http://ufcstats.com/event-details/35080a7f406f9ab3
Tony Gravely,http://ufcstats.com/event-details/35080a7f406f9ab3
JJ Aldrich,http://ufcstats.com/event-details/35080a7f406f9ab3
Tyson Nam,http://ufcstats.com/event-details/35080a7f406f9ab3
Ciryl Gane,http://ufcstats.com/event-details/1ccff7f0cfdf85eb
Valentina Shevchenko,http://ufcstats.com/event-details/1ccff7f0cfdf85eb
Geoff Neal,http://ufcstats.com/event-details/1ccff7f0cfdf85eb
Jalin Turner,http://ufcstats.com/event-details/1ccff7f0cfdf85eb
Jamie Pickett,http://ufcstats.com/event-details/1ccff7f0cfdf85eb
Trevin Jones,http://ufcstats.com/event-details/1ccff7f0cfdf85eb
Derek Brunson,http://ufcstats.com/event-details/1ccff7f0cfdf85eb
Viviane Araujo,http://ufcstats.com/event-details/1ccff7f0cfdf85eb
Julian Marquez,http://ufcstats.com/event-details/1ccff7f0cfdf85eb
Song Kenan,http://ufcstats.com/event-details/1ccff7f0cfdf85eb
Mana Martinez,http://ufcstats.com/event-details/1ccff7f0cfdf85eb
Jessica Penne,http://ufcstats.com/event-details/1ccff7f0cfdf85eb
Da'Mon Blackshear,http://ufcstats.com/event-details/1ccff7f0cfdf85eb
Andre Muniz,http://ufcstats.com/event-details/806975e1b4f47b27
Don'Tale Mayes,http://ufcstats.com/event-details/806975e1b4f47b27
Montana De La Rosa,http://ufcstats.com/event-details/806975e1b4f47b27
Yohan Lainesse,http://ufcstats.com/event-details/806975e1b4f47b27
Erick Gonzalez,http://ufcstats.com/event-details/806975e1b4f47b27
Gabriella Fernandes,http://ufcstats.com/event-details/806975e1b4f47b27
Victor Martinez,http://ufcstats.com/event-details/806975e1b4f47b27
Charles Johnson,http://ufcstats.com/event-details/806975e1b4f47b27
Carl Deaton,http://ufcstats.com/event-details/806975e1b4f47b27
Jessica Andrade,http://ufcstats.com/event-details/f21a3d68fb9df387
Jordan Wright,http://ufcstats.com/event-details/f21a3d68fb9df387
Josh Parisian,http://ufcstats.com/event-details/f21a3d68fb9df387
William Knight,http://ufcstats.com/event-details/f21a3d68fb9df387
Jim Miller,http://ufcstats.com/event-details/f21a3d68fb9df387
Evan Elder,http://ufcstats.com/event-details/f21a3d68fb9df387
Lina Lansberg,http://ufcstats.com/event-details/f21a3d68fb9df387
Khusein Askhabov,http://ufcstats.com/event-details/f21a3d68fb9df387
Ovince Saint Preux,http://ufcstats.com/event-details/f21a3d68fb9df387
Themba Gorimbo,http://ufcstats.com/event-details/f21a3d68fb9df387
Alexander Volkanovski,http://ufcstats.com/event-details/01dd4cdc2446f665
Josh Emmett,http://ufcstats.com/event-details/01dd4cdc2446f665
Randy Brown,http://ufcstats.com/event-details/01dd4cdc2446f665
Parker Porter,http://ufcstats.com/event-details/01dd4cdc2446f665
Alonzo Menifield,http://ufcstats.com/event-details/01dd4cdc2446f665
Tyson Pedro,http://ufcstats.com/event-details/01dd4cdc2446f665
Melsik Baghdasaryan,http://ufcstats.com/event-details/01dd4cdc2446f665
Shannon Ross,http://ufcstats.com/event-details/01dd4cdc2446f665
Francisco Prado,http://ufcstats.com/event-details/01dd4cdc2446f665
Don Shainis,http://ufcstats.com/event-details/01dd4cdc2446f665
Elise Reed,http://ufcstats.com/event-details/01dd4cdc2446f665
Shane Young,http://ufcstats.com/event-details/01dd4cdc2446f665
Derrick Lewis,http://ufcstats.com/event-details/d26394fc0e8e880a
Da Woon Jung,http://ufcstats.com/event-details/d26394fc0e8e880a
Blagoy Ivanov,http://ufcstats.com/event-details/d26394fc0e8e880a
Kyle Nelson,http://ufcstats.com/event-details/d26394fc0e8e880a
Yusaku Kinoshita,http://ufcstats.com/event-details/d26394fc0e8e880a
Jeka Saragih,http://ufcstats.com/event-details/d26394fc0e8e880a
Yi Zha,http://ufcstats.com/event-details/d26394fc0e8e880a
Toshiomi Kazama,http://ufcstats.com/event-details/d26394fc0e8e880a
SeungGuk Choi,http://ufcstats.com/event-details/d26394fc0e8e880a
Denis Tiuliulin,http://ufcstats.com/event-details/d26394fc0e8e880a
Glover Teixeira,http://ufcstats.com/event-details/5717efc6f271cd52
Deiveson Figueiredo,http://ufcstats.com/event-details/5717efc6f271cd52
Neil Magny,http://ufcstats.com/event-details/5717efc6f271cd52
Lauren Murphy,http://ufcstats.com/event-details/5717efc6f271cd52
Paul Craig,http://ufcstats.com/event-details/5717efc6f271cd52
Mauricio Rua,http://ufcstats.com/event-details/5717efc6f271cd52
Gregory Rodrigues,http://ufcstats.com/event-details/5717efc6f271cd52
Melquizael Costa,http://ufcstats.com/event-details/5717efc6f271cd52
Mounir Lazzez,http://ufcstats.com/event-details/5717efc6f271cd52
Shamil Abdurakhimov,http://ufcstats.com/event-details/5717efc6f271cd52
Luan Lacerda,http://ufcstats.com/event-details/5717efc6f271cd52
Terrance McKinney,http://ufcstats.com/event-details/5717efc6f271cd52
Warlley Alves,http://ufcstats.com/event-details/5717efc6f271cd52
Zarah Fairn,http://ufcstats.com/event-details/5717efc6f271cd52
Nassourdine Imavov,http://ufcstats.com/event-details/2e2cdb6e9eb84bb9
Damon Jackson,http://ufcstats.com/event-details/2e2cdb6e9eb84bb9
Punahele Soriano,http://ufcstats.com/event-details/2e2cdb6e9eb84bb9
Ketlen Vieira,http://ufcstats.com/event-details/2e2cdb6e9eb84bb9
Raoni Barcelos,http://ufcstats.com/event-details/2e2cdb6e9eb84bb9
Mateus Mendonca,http://ufcstats.com/event-details/2e2cdb6e9eb84bb9
Claudio Ribeiro,http://ufcstats.com/event-details/2e2cdb6e9eb84bb9
Nick Fiore,http://ufcstats.com/event-details/2e2cdb6e9eb84bb9
Carlos Hernandez,http://ufcstats.com/event-details/2e2cdb6e9eb84bb9
Nick Aguirre,http://ufcstats.com/event-details/2e2cdb6e9eb84bb9
Sean Strickland,http://ufcstats.com/event-details/56ec58954158966a
Damir Ismagulov,http://ufcstats.com/event-details/56ec58954158966a
Alessandro Costa,http://ufcstats.com/event-details/56ec58954158966a
Julian Erosa,http://ufcstats.com/event-details/56ec58954158966a
Bobby Green,http://ufcstats.com/event-details/56ec58954158966a
Cody Brundage,http://ufcstats.com/event-details/56ec58954158966a
Cheyanne Vlismas,http://ufcstats.com/event-details/56ec58954158966a
Jake Matthews,http://ufcstats.com/event-details/56ec58954158966a
Saidyokub Kakhramonov,http://ufcstats.com/event-details/56ec58954158966a
Maheshate,http://ufcstats.com/event-details/56ec58954158966a
Bryan Battle,http://ufcstats.com/event-details/56ec58954158966a
David Dvorak,http://ufcstats.com/event-details/56ec58954158966a
Magomed Ankalaev,http://ufcstats.com/event-details/f65a0eb902f9476b
Jared Gordon,http://ufcstats.com/event-details/f65a0eb902f9476b
Alex Morono,http://ufcstats.com/event-details/f65a0eb902f9476b
Darren Till,http://ufcstats.com/event-details/f65a0eb902f9476b
Bryce Mitchell,http://ufcstats.com/event-details/f65a0eb902f9476b
Jay Perrin,http://ufcstats.com/event-details/f65a0eb902f9476b
Chris Daukaus,http://ufcstats.com/event-details/f65a0eb902f9476b
Dalcha Lungiambula,http://ufcstats.com/event-details/f65a0eb902f9476b
Joaquin Buckley,http://ufcstats.com/event-details/f65a0eb902f9476b
Alexander Hernandez,http://ufcstats.com/event-details/f65a0eb902f9476b
Erik Silva,http://ufcstats.com/event-details/f65a0eb902f9476b
Kevin Holland,http://ufcstats.com/event-details/b23388ff8ac6637b
Bryan Barberena,http://ufcstats.com/event-details/b23388ff8ac6637b
Matt Schnell,http://ufcstats.com/event-details/b23388ff8ac6637b
Tai Tuivasa,http://ufcstats.com/event-details/b23388ff8ac6637b
Jack Hermansson,http://ufcstats.com/event-details/b23388ff8ac6637b
Kyle Daukaus,http://ufcstats.com/event-details/b23388ff8ac6637b
Niko Price,http://ufcstats.com/event-details/b23388ff8ac6637b
Emily Ducote,http://ufcstats.com/event-details/b23388ff8ac6637b
Scott Holtzman,http://ufcstats.com/event-details/b23388ff8ac6637b
Marc Diakiese,http://ufcstats.com/event-details/b23388ff8ac6637b
Darren Elkins,http://ufcstats.com/event-details/b23388ff8ac6637b
Genaro Valdez,http://ufcstats.com/event-details/b23388ff8ac6637b
Marcelo Rojo,http://ufcstats.com/event-details/b23388ff8ac6637b
Ion Cutelaba,http://ufcstats.com/event-details/012fc7cd0779c09a
Chase Sherman,http://ufcstats.com/event-details/012fc7cd0779c09a
Andre Fialho,http://ufcstats.com/event-details/012fc7cd0779c09a
Danny Roberts,http://ufcstats.com/event-details/012fc7cd0779c09a
Zhalgas Zhumagulov,http://ufcstats.com/event-details/012fc7cd0779c09a
Maryna Moroz,http://ufcstats.com/event-details/012fc7cd0779c09a
Vince Morales,http://ufcstats.com/event-details/012fc7cd0779c09a
Kevin Natividad,http://ufcstats.com/event-details/012fc7cd0779c09a
Maria Oliveira,http://ufcstats.com/event-details/012fc7cd0779c09a
Fernie Garcia,http://ufcstats.com/event-details/012fc7cd0779c09a
Israel Adesanya,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
Carla Esparza,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
Michael Chandler,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
Frankie Edgar,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
Claudio Puelles,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
Brad Riddell,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
Dominick Reyes,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
Molly McCann,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
Wellington Turman,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
Ottman Azaitar,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
Silvana Gomez Juarez,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
SeungWoo Choi,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
