fighter,fighter_url
Muslim Salikhov,http://ufcstats.com/fighter-details/447f9858ae78f921
Andre Fialho,http://ufcstats.com/fighter-details/33efaf2d0941cfcf
Jack Della Maddalena,http://ufcstats.com/fighter-details/6b453bc35a823c3f
Danny Roberts,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9
Charles Johnson,http://ufcstats.com/fighter-details/814e5233e2acf2ee
Zhalgas Zhumagulov,http://ufcstats.com/fighter-details/55fa6ce3e522c8bb
Jennifer Maia,http://ufcstats.com/fighter-details/8e1f36476ef02a6a
Maryna Moroz,http://ufcstats.com/fighter-details/b4192a975027aab6
Miles Johns,http://ufcstats.com/fighter-details/46e0d677f91bacc0
Vince Morales,http://ufcstats.com/fighter-details/37098a6e6c27fb66
Ricky Turcios,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c
Kevin Natividad,http://ufcstats.com/fighter-details/0c258d1d8e16e5f1
Vanessa Demopoulos,http://ufcstats.com/fighter-details/2c483cf443f38ece
Maria Oliveira,http://ufcstats.com/fighter-details/37d752ec41ed84bb
Brady Hiestand,http://ufcstats.com/fighter-details/7af33fc4435017f1
Fernie Garcia,http://ufcstats.com/fighter-details/9e92e1ca498d7244
Natalia Silva,http://ufcstats.com/fighter-details/262d32ebda89efc4
Tereza Bleda,http://ufcstats.com/fighter-details/59c438c81fbf3ece
Alex Pereira,http://ufcstats.com/fighter-details/e5549c82bfb5582d
Israel Adesanya,http://ufcstats.com/fighter-details/1338e2c7480bdf9e
Zhang Weili,http://ufcstats.com/fighter-details/1ebe20ebbfa15e29
Carla Esparza,http://ufcstats.com/fighter-details/d910665038efc639
Dustin Poirier,http://ufcstats.com/fighter-details/029eaff01e6bb8f0
Michael Chandler,http://ufcstats.com/fighter-details/4b93a88f3b1de35b
Chris Gutierrez,http://ufcstats.com/fighter-details/45f0cc9d18f35137
Frankie Edgar,http://ufcstats.com/fighter-details/f2688492b9a525a3
Dan Hooker,http://ufcstats.com/fighter-details/193b9d1858bc4df3
Claudio Puelles,http://ufcstats.com/fighter-details/d747eb273a40a920
Renato Moicano,http://ufcstats.com/fighter-details/b6452706b373eea1
Brad Riddell,http://ufcstats.com/fighter-details/37ed1ab2f8b819f4
Ryan Spann,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80
Dominick Reyes,http://ufcstats.com/fighter-details/2e19380f34871c6a
Erin Blanchfield,http://ufcstats.com/fighter-details/669970f7feba8ecd
Molly McCann,http://ufcstats.com/fighter-details/51018a31ddf31eb2
Andre Petroski,http://ufcstats.com/fighter-details/5f61780fe5e9b6d0
Wellington Turman,http://ufcstats.com/fighter-details/4dcfb28c011c11b2
Matt Frevola,http://ufcstats.com/fighter-details/dccb63727f2f5f74
Ottman Azaitar,http://ufcstats.com/fighter-details/ee18ff42063174df
Karolina Kowalkiewicz,http://ufcstats.com/fighter-details/d7c3816669784109
Silvana Gomez Juarez,http://ufcstats.com/fighter-details/b4880ef2f838d4e1
Michael Trizano,http://ufcstats.com/fighter-details/5bf31a46becc1204
SeungWoo Choi,http://ufcstats.com/fighter-details/a68575214ecad140
Montel Jackson,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d
Julio Arce,http://ufcstats.com/fighter-details/1291edf2d566a71a
Carlos Ulberg,http://ufcstats.com/fighter-details/9014c02eff8b3d62
Nicolae Negumereanu,http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb
Amanda Lemos,http://ufcstats.com/fighter-details/3df5493bb279226f
Marina Rodriguez,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47
Neil Magny,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5
Daniel Rodriguez,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6
Shayilan Nuerdanbieke,http://ufcstats.com/fighter-details/0a73acff6325c1e2
Darrick Minner,http://ufcstats.com/fighter-details/34e516ab361afb1c
Tagir Ulanbekov,http://ufcstats.com/fighter-details/f00ac08ab056af5d
Nate Maness,http://ufcstats.com/fighter-details/6e9f40c706f91f32
Grant Dawson,http://ufcstats.com/fighter-details/99bd51917728c25d
Mark Madsen,http://ufcstats.com/fighter-details/da0995f19b749cfa
Miranda Maverick,http://ufcstats.com/fighter-details/f29a6350c69f4a33
Shanna Young,http://ufcstats.com/fighter-details/568bbad0eaced57c
Mario Bautista,http://ufcstats.com/fighter-details/bc711b6dd95c1af6
Benito Lopez,http://ufcstats.com/fighter-details/773f7feacf96153e
Polyana Viana,http://ufcstats.com/fighter-details/9673a497a9da119a
Jinh Yu Frey,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8
Johnny Munoz,http://ufcstats.com/fighter-details/f6bcbd91b114ff58
Liudvik Sholinian,http://ufcstats.com/fighter-details/1a54231796e24a3f
Jake Hadley,http://ufcstats.com/fighter-details/60a42bf82447c919
Carlos Candelario,http://ufcstats.com/fighter-details/760a55d5b6098cbe
Tamires Vidal,http://ufcstats.com/fighter-details/4f3064faf17aa711
Ramona Pascual,http://ufcstats.com/fighter-details/3eb4dc9a7d4ac906
Arnold Allen,http://ufcstats.com/fighter-details/040a74bb0a465c54
Calvin Kattar,http://ufcstats.com/fighter-details/751de04455cfaac0
Max Griffin,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d
Tim Means,http://ufcstats.com/fighter-details/4b47e71384a9522f
Waldo Cortes-Acosta,http://ufcstats.com/fighter-details/fc08099550072fe4
Jared Vanderaa,http://ufcstats.com/fighter-details/2b68d9f125d07b42
Tresean Gore,http://ufcstats.com/fighter-details/147e70aa6cc48cfc
Josh Fremd,http://ufcstats.com/fighter-details/ca43de99b07b6b40
Khalil Rountree Jr.,http://ufcstats.com/fighter-details/749f572d1d3161fb
Dustin Jacoby,http://ufcstats.com/fighter-details/e4277e87a789d687
Roman Dolidze,http://ufcstats.com/fighter-details/327d5f279895110d
Phil Hawes,http://ufcstats.com/fighter-details/547afe1017e72dbe
Marcos Rogerio de Lima,http://ufcstats.com/fighter-details/ab943cd2c3c17825
Andrei Arlovski,http://ufcstats.com/fighter-details/3738e68d2261e60f
JunYong Park,http://ufcstats.com/fighter-details/285ae0b4a68221f4
Joseph Holmes,http://ufcstats.com/fighter-details/8d20d76af3f213ce
Steve Garcia,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889
Chase Hooper,http://ufcstats.com/fighter-details/971246648e162f0d
Cody Durden,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036
Carlos Mota,http://ufcstats.com/fighter-details/b15862fcd6ded451
Christian Rodriguez,http://ufcstats.com/fighter-details/5ec591b78349ba7e
Joshua Weems,http://ufcstats.com/fighter-details/69888118d968ba52
Islam Makhachev,http://ufcstats.com/fighter-details/275aca31f61ba28c
Charles Oliveira,http://ufcstats.com/fighter-details/07225ba28ae309b6
Aljamain Sterling,http://ufcstats.com/fighter-details/cb696ebfb6598724
TJ Dillashaw,http://ufcstats.com/fighter-details/c849740a3ff51931
Sean O'Malley,http://ufcstats.com/fighter-details/b50a426a33da0012
Petr Yan,http://ufcstats.com/fighter-details/d661ce4da776fc20
Beneil Dariush,http://ufcstats.com/fighter-details/08af939f41b5a57b
Mateusz Gamrot,http://ufcstats.com/fighter-details/72db2a14ffa73ece
Manon Fiorot,http://ufcstats.com/fighter-details/34ff304266360297
Katlyn Chookagian,http://ufcstats.com/fighter-details/e872e9a9a902c045
Belal Muhammad,http://ufcstats.com/fighter-details/b1b0729d27936f2f
Sean Brady,http://ufcstats.com/fighter-details/45f7cb591c3ab00b
Caio Borralho,http://ufcstats.com/fighter-details/4126a78111c0855a
Makhmud Muradov,http://ufcstats.com/fighter-details/ea7e5bc78d9de658
Nikita Krylov,http://ufcstats.com/fighter-details/1091d4d957141094
Volkan Oezdemir,http://ufcstats.com/fighter-details/0845c81e37d3bcb3
Abubakar Nurmagomedov,http://ufcstats.com/fighter-details/029e1293e609fd74
Gadzhi Omargadzhiev,http://ufcstats.com/fighter-details/684d3aee255a3d09
Armen Petrosyan,http://ufcstats.com/fighter-details/369ea36e450ae62a
AJ Dobson,http://ufcstats.com/fighter-details/009c4420727149ea
Muhammad Mokaev,http://ufcstats.com/fighter-details/75353550928a7921
Malcolm Gordon,http://ufcstats.com/fighter-details/dee294e9717012c2
Karol Rosa,http://ufcstats.com/fighter-details/351c4ec637380ad5
Lina Lansberg,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff
Alexa Grasso,http://ufcstats.com/fighter-details/e8b731feff72294b
Viviane Araujo,http://ufcstats.com/fighter-details/36541f1e6c5d4955
Jonathan Martinez,http://ufcstats.com/fighter-details/f2477cf43c4975cc
Cub Swanson,http://ufcstats.com/fighter-details/d247691a6c0e9034
Dusko Todorovic,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f
Jordan Wright,http://ufcstats.com/fighter-details/c878270af633eb11
Raphael Assuncao,http://ufcstats.com/fighter-details/2f13e4020cea5b38
Victor Henry,http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8
Alonzo Menifield,http://ufcstats.com/fighter-details/a495f599e787614f
Misha Cirkunov,http://ufcstats.com/fighter-details/67f272324a030d00
Mana Martinez,http://ufcstats.com/fighter-details/c0386644627a7ee5
Brandon Davis,http://ufcstats.com/fighter-details/cc351e408bbb7d43
Jacob Malkoun,http://ufcstats.com/fighter-details/d4270315cbcf2569
Nick Maximov,http://ufcstats.com/fighter-details/12585614e0ed2626
Joanderson Brito,http://ufcstats.com/fighter-details/791c8437b341fba5
Lucas Alexander,http://ufcstats.com/fighter-details/11583163f45c7b31
Piera Rodriguez,http://ufcstats.com/fighter-details/e375cb5caf4717b6
Sam Hughes,http://ufcstats.com/fighter-details/e94085e821bd81de
Tatsuro Taira,http://ufcstats.com/fighter-details/4461d7e47375a895
CJ Vergara,http://ufcstats.com/fighter-details/077e3ace32b72be9
Pete Rodriguez,http://ufcstats.com/fighter-details/776d4262c4da38bf
Mike Jackson,http://ufcstats.com/fighter-details/0641c21bec209472
Yan Xiaonan,http://ufcstats.com/fighter-details/c41d426cc7326d1b
Mackenzie Dern,http://ufcstats.com/fighter-details/7447e9f28508106a
Randy Brown,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Francisco Trinaldo,http://ufcstats.com/fighter-details/a8283a4f415e1eb9
Raoni Barcelos,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
Trevin Jones,http://ufcstats.com/fighter-details/ec23c1be628d8057
Sodiq Yusuff,http://ufcstats.com/fighter-details/94426bb170c88115
Don Shainis,http://ufcstats.com/fighter-details/da4628f173337902
Mike Davis,http://ufcstats.com/fighter-details/fb3e61720be4690c
Viacheslav Borshchev,http://ufcstats.com/fighter-details/19c591115a58982c
Daniel Santos,http://ufcstats.com/fighter-details/b67d6bacc68d4c92
John Castaneda,http://ufcstats.com/fighter-details/5fa2974cbd18e05c
Ilir Latifi,http://ufcstats.com/fighter-details/e9a3aeb207578eea
Aleksei Oleinik,http://ufcstats.com/fighter-details/98c23cb6da5b3352
Joaquim Silva,http://ufcstats.com/fighter-details/ae7fe94f117f98cf
Jesse Ronson,http://ufcstats.com/fighter-details/5580771f383e141f
Brendan Allen,http://ufcstats.com/fighter-details/2f181c0467965b98
Krzysztof Jotko,http://ufcstats.com/fighter-details/4e06913c91da5200
Chelsea Chandler,http://ufcstats.com/fighter-details/af9efbfd63d39734
Julija Stoliarenko,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Guido Cannetti,http://ufcstats.com/fighter-details/d05412b513b19621
Randy Costa,http://ufcstats.com/fighter-details/325ad0dd9126d3df
Cory Sandhagen,http://ufcstats.com/fighter-details/65f09bacd3957381
Song Yadong,http://ufcstats.com/fighter-details/efb96bf3e9ada36f
Gregory Rodrigues,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd
Chidi Njokuani,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef
Andre Fili,http://ufcstats.com/fighter-details/8fd808923cffff82
Bill Algeo,http://ufcstats.com/fighter-details/9abc648e76c4493a
Joe Pyfer,http://ufcstats.com/fighter-details/c1085e1701b13eca
Alen Amedovski,http://ufcstats.com/fighter-details/70fa1c64a2c439ef
Rodrigo Nascimento,http://ufcstats.com/fighter-details/d31a5546c0e9b213
Tanner Boser,http://ufcstats.com/fighter-details/04c8b08b16a5b99e
Anthony Hernandez,http://ufcstats.com/fighter-details/093e1f5bb73850be
Marc-Andre Barriault,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
Damon Jackson,http://ufcstats.com/fighter-details/29af297d9f1de0f8
Pat Sabatini,http://ufcstats.com/fighter-details/b8bbdeff718dbb7d
Trevin Giles,http://ufcstats.com/fighter-details/b27a1fcb56a3035a
Louis Cosce,http://ufcstats.com/fighter-details/afe8d5b39ff7fca2
Loma Lookboonmee,http://ufcstats.com/fighter-details/4e30e4250cb08b61
Denise Gomes,http://ufcstats.com/fighter-details/cffb87059e645bd1
Trey Ogden,http://ufcstats.com/fighter-details/cfc3e7bb44685289
Daniel Zellhuber,http://ufcstats.com/fighter-details/4148802ae4a50768
Gillian Robertson,http://ufcstats.com/fighter-details/38c7f72747f4f712
Mariya Agapova,http://ufcstats.com/fighter-details/a08ddd04eaffd81d
Javid Basharat,http://ufcstats.com/fighter-details/bbab3baf66128ae2
Tony Gravely,http://ufcstats.com/fighter-details/601964f9654f911a
Nikolas Motta,http://ufcstats.com/fighter-details/37f560436d745c18
Cameron VanCamp,http://ufcstats.com/fighter-details/87e2468b986ebb79
Nate Diaz,http://ufcstats.com/fighter-details/8355922d564b152c
Tony Ferguson,http://ufcstats.com/fighter-details/22a92d7f62195791
Khamzat Chimaev,http://ufcstats.com/fighter-details/767755fd74662dbf
Kevin Holland,http://ufcstats.com/fighter-details/3a46b268013afede
Daniel Rodriguez,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6
Li Jingliang,http://ufcstats.com/fighter-details/e64b96c07d7ce999
Irene Aldana,http://ufcstats.com/fighter-details/578ef12674df1e6a
Macy Chiasson,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b
Johnny Walker,http://ufcstats.com/fighter-details/c21f26bbde777573
Ion Cutelaba,http://ufcstats.com/fighter-details/cd13728ae1151f46
Julian Erosa,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a
Hakeem Dawodu,http://ufcstats.com/fighter-details/2c9d00968f818270
Jailton Almeida,http://ufcstats.com/fighter-details/41e83a89929d1327
Anton Turkalj,http://ufcstats.com/fighter-details/82529ce93cd9a2cf
Denis Tiuliulin,http://ufcstats.com/fighter-details/0112352cb32f5026
Jamie Pickett,http://ufcstats.com/fighter-details/830f60497fab345a
Chris Barnett,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
Jake Collier,http://ufcstats.com/fighter-details/92fa1401b7927da3
Norma Dumont,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9
Danyelle Wolf,http://ufcstats.com/fighter-details/a7e3f02fe2b2fe30
Alatengheili,http://ufcstats.com/fighter-details/1897b7b913736a7c
Chad Anheliger,http://ufcstats.com/fighter-details/c7c39e2fb70248b3
Elise Reed,http://ufcstats.com/fighter-details/ac7c765882f2c68c
Melissa Martinez,http://ufcstats.com/fighter-details/3f4c3bc822bea45d
Yohan Lainesse,http://ufcstats.com/fighter-details/f998f5c102250d6e
Darian Weeks,http://ufcstats.com/fighter-details/326a001926ffb7ec
Ciryl Gane,http://ufcstats.com/fighter-details/787bb1f087ccff8a
Tai Tuivasa,http://ufcstats.com/fighter-details/c62fbc117d57b943
Robert Whittaker,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce
Marvin Vettori,http://ufcstats.com/fighter-details/7acbb0972e75281a
Nassourdine Imavov,http://ufcstats.com/fighter-details/881bf86d4cba8578
Joaquin Buckley,http://ufcstats.com/fighter-details/b9437600497350f3
Roman Kopylov,http://ufcstats.com/fighter-details/9d83f6da776ff7d6
Alessio Di Chirico,http://ufcstats.com/fighter-details/77d7295d1b22c694
William Gomis,http://ufcstats.com/fighter-details/e1d40e8782d80bc2
Jarno Errens,http://ufcstats.com/fighter-details/082eba4cd80f736f
Nathaniel Wood,http://ufcstats.com/fighter-details/329e403448756217
Charles Jourdain,http://ufcstats.com/fighter-details/f1d64ae34e088832
Abus Magomedov,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4
Dustin Stoltzfus,http://ufcstats.com/fighter-details/71505842fb6455c3
Nasrat Haqparast,http://ufcstats.com/fighter-details/b7b84ccd221be298
John Makdessi,http://ufcstats.com/fighter-details/c21a036b4e012f1c
Fares Ziam,http://ufcstats.com/fighter-details/1e4f273069fb9e85
Michal Figlak,http://ufcstats.com/fighter-details/b4c57a8c2b773e82
Benoit Saint Denis,http://ufcstats.com/fighter-details/c2299ec916bc7c56
Gabriel Miranda,http://ufcstats.com/fighter-details/b909a9a9688b5284
Cristian Quinonez,http://ufcstats.com/fighter-details/7debc13b36343605
Khalid Taha,http://ufcstats.com/fighter-details/b4537562f88ac582
Stephanie Egger,http://ufcstats.com/fighter-details/5e6294b37bbef029
Ailin Perez,http://ufcstats.com/fighter-details/06e4245d16fc5315
Leon Edwards,http://ufcstats.com/fighter-details/f1fac969a1d70b08
Kamaru Usman,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e
Paulo Costa,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
Luke Rockhold,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb
Merab Dvalishvili,http://ufcstats.com/fighter-details/c03520b5c88ed6b4
Jose Aldo,http://ufcstats.com/fighter-details/d0f3959b4a9747e6
Lucie Pudilova,http://ufcstats.com/fighter-details/3cf66c62d9069f43
Wu Yanan,http://ufcstats.com/fighter-details/fdbefee0827e1567
Tyson Pedro,http://ufcstats.com/fighter-details/49e96ff8ab781589
Harry Hunsucker,http://ufcstats.com/fighter-details/f703250471acaf96
Marcin Tybura,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2
Alexandr Romanov,http://ufcstats.com/fighter-details/c0badf3243907e59
Jared Gordon,http://ufcstats.com/fighter-details/7026eca45f65377b
Leonardo Santos,http://ufcstats.com/fighter-details/9c65736747ca92ec
Sean Woodson,http://ufcstats.com/fighter-details/4682bc59d5f55145
Luis Saldana,http://ufcstats.com/fighter-details/12e0fdc606f7e274
Ange Loosa,http://ufcstats.com/fighter-details/1497e735d9f2560a
AJ Fletcher,http://ufcstats.com/fighter-details/725b1abc9a39d873
Amir Albazi,http://ufcstats.com/fighter-details/6d35bf94f7d30241
Francisco Figueiredo,http://ufcstats.com/fighter-details/cdadae5363b66eef
Aoriqileng,http://ufcstats.com/fighter-details/7d420039bbfe7c1a
Jay Perrin,http://ufcstats.com/fighter-details/01fed6f61ebea01f
Victor Altamirano,http://ufcstats.com/fighter-details/dc7927cd622676a7
Daniel Lacerda,http://ufcstats.com/fighter-details/31bb0772f21cabd8
Marlon Vera,http://ufcstats.com/fighter-details/7c7332319c14094c
Dominick Cruz,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97
Nate Landwehr,http://ufcstats.com/fighter-details/583ee11abddfc581
David Onama,http://ufcstats.com/fighter-details/ffe9703408fb5964
Yazmin Jauregui,http://ufcstats.com/fighter-details/40cb680ae1cd331f
Iasmin Lucindo,http://ufcstats.com/fighter-details/abcf2cc6efc42031
Azamat Murzakanov,http://ufcstats.com/fighter-details/e90a2f22417af68e
Devin Clark,http://ufcstats.com/fighter-details/cc7040fe76f0ef91
Priscila Cachoeira,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac
Ariane Lipski,http://ufcstats.com/fighter-details/6551c64fbcd1a467
Gerald Meerschaert,http://ufcstats.com/fighter-details/6ac9bc2953c47345
Bruno Silva,http://ufcstats.com/fighter-details/12ebd7d157e91701
Angela Hill,http://ufcstats.com/fighter-details/f0feeb2192937424
Loopy Godinez,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7
Martin Buday,http://ufcstats.com/fighter-details/8eb046f83e82bf26
Lukasz Brzeski,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Nina Nunes,http://ufcstats.com/fighter-details/d343df8ba11f4c4e
Cynthia Calvillo,http://ufcstats.com/fighter-details/98215d037be5bcb7
Gabriel Benitez,http://ufcstats.com/fighter-details/436f970c9ea9169c
Charlie Ontiveros,http://ufcstats.com/fighter-details/318572f6f74b760d
Tyson Nam,http://ufcstats.com/fighter-details/6e00cfffd54653c4
Ode Osbourne,http://ufcstats.com/fighter-details/6d68c1afe954f121
Josh Quinlan,http://ufcstats.com/fighter-details/876f478f796495f7
Jason Witt,http://ufcstats.com/fighter-details/5f3805dda9661cba
Youssef Zalal,http://ufcstats.com/fighter-details/52c2ae6d2f2d2613
Da'Mon Blackshear,http://ufcstats.com/fighter-details/da22387a0407a2dc
Jamahal Hill,http://ufcstats.com/fighter-details/5444c5a201d3ee5a
Thiago Santos,http://ufcstats.com/fighter-details/dea070ed4a2a8281
Geoff Neal,http://ufcstats.com/fighter-details/b997be68943010fc
Vicente Luque,http://ufcstats.com/fighter-details/6d4b63c767106d3a
Mohammed Usman,http://ufcstats.com/fighter-details/da7f113b5ea39c43
Zac Pauga,http://ufcstats.com/fighter-details/56f7d7ee06be4aab
Juliana Miller,http://ufcstats.com/fighter-details/aa0c573da7119292
Brogan Walker,http://ufcstats.com/fighter-details/4333a8e70a672eb7
Serghei Spivac,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c
Augusto Sakai,http://ufcstats.com/fighter-details/441eacbe20e0e80b
Terrance McKinney,http://ufcstats.com/fighter-details/809bd1a871491508
Erick Gonzalez,http://ufcstats.com/fighter-details/a2ccf35a88346a91
Michal Oleksiejczuk,http://ufcstats.com/fighter-details/0d65c432720accb9
Sam Alvey,http://ufcstats.com/fighter-details/d156513a19acf856
Bryan Battle,http://ufcstats.com/fighter-details/f626118b6da0e020
Takashi Sato,http://ufcstats.com/fighter-details/8abac218746e04ca
Cory McKenna,http://ufcstats.com/fighter-details/3351aa64aa83c4d9
Miranda Granger,http://ufcstats.com/fighter-details/7559395ad833c074
Mayra Bueno Silva,http://ufcstats.com/fighter-details/cc8c623cca88f54f
Stephanie Egger,http://ufcstats.com/fighter-details/5e6294b37bbef029
Amanda Nunes,http://ufcstats.com/fighter-details/80fa8218c99f9c58
Julianna Pena,http://ufcstats.com/fighter-details/3253b16d38ae087d
Brandon Moreno,http://ufcstats.com/fighter-details/792be9a24df82ed6
Kai Kara-France,http://ufcstats.com/fighter-details/853eb0dd5c0e2149
Sergei Pavlovich,http://ufcstats.com/fighter-details/f14cf73e51b29254
Derrick Lewis,http://ufcstats.com/fighter-details/d3df1add9d9a7efb
Alexandre Pantoja,http://ufcstats.com/fighter-details/a0f0004aadf10b71
Alex Perez,http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f
Magomed Ankalaev,http://ufcstats.com/fighter-details/d802174b0c0c1f4e
Anthony Smith,http://ufcstats.com/fighter-details/d4c9dcd330403612
Alex Morono,http://ufcstats.com/fighter-details/cdb96af67d096b1e
Matthew Semelsberger,http://ufcstats.com/fighter-details/4aa58269d0664b5b
Drew Dober,http://ufcstats.com/fighter-details/519e4fe37ce9ff75
Rafael Alves,http://ufcstats.com/fighter-details/029afd138865d20a
Don'Tale Mayes,http://ufcstats.com/fighter-details/1a9480fc288e55d7
Hamdy Abdelwahab,http://ufcstats.com/fighter-details/3329d692aea4dc28
Drakkar Klose,http://ufcstats.com/fighter-details/7cbf7c78d3b34218
Rafa Garcia,http://ufcstats.com/fighter-details/e132d47bd9efbbe0
Michael Morales,http://ufcstats.com/fighter-details/c32aeb1a59e6272d
Adam Fugitt,http://ufcstats.com/fighter-details/a01a62132460a98d
Joselyne Edwards,http://ufcstats.com/fighter-details/f9ab66e67240db7b
Ji Yeon Kim,http://ufcstats.com/fighter-details/a20f234df70f2182
Nicolae Negumereanu,http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb
Ihor Potieria,http://ufcstats.com/fighter-details/260bd4cef10b033f
Orion Cosce,http://ufcstats.com/fighter-details/2c010b26a3306969
Blood Diamond,http://ufcstats.com/fighter-details/9edf2c9082cc2cd8
Curtis Blaydes,http://ufcstats.com/fighter-details/fa6796c55d6c5440
Tom Aspinall,http://ufcstats.com/fighter-details/399afbabc02376b5
Jack Hermansson,http://ufcstats.com/fighter-details/0a1942069c9ad6b6
Chris Curtis,http://ufcstats.com/fighter-details/5442f1bc4b47eaf3
Paddy Pimblett,http://ufcstats.com/fighter-details/7826923b47f8d72a
Jordan Leavitt,http://ufcstats.com/fighter-details/ac026518a9b4dc0f
Nikita Krylov,http://ufcstats.com/fighter-details/1091d4d957141094
Alexander Gustafsson,http://ufcstats.com/fighter-details/3c6976f8182d9527
Molly McCann,http://ufcstats.com/fighter-details/51018a31ddf31eb2
Hannah Goldy,http://ufcstats.com/fighter-details/26e3f3928b1891d9
Volkan Oezdemir,http://ufcstats.com/fighter-details/0845c81e37d3bcb3
Paul Craig,http://ufcstats.com/fighter-details/eabf206b162b3b83
Ludovit Klein,http://ufcstats.com/fighter-details/5b86d491d63890c5
Mason Jones,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d
Marc Diakiese,http://ufcstats.com/fighter-details/32c355b04fc57f3a
Damir Hadzovic,http://ufcstats.com/fighter-details/38c626ca912c7bac
Nathaniel Wood,http://ufcstats.com/fighter-details/329e403448756217
Charles Rosa,http://ufcstats.com/fighter-details/40093d1d2d78394e
Jonathan Pearce,http://ufcstats.com/fighter-details/87c0b1c696ddfb43
Makwan Amirkhani,http://ufcstats.com/fighter-details/87a1dc546b1c5caf
Muhammad Mokaev,http://ufcstats.com/fighter-details/75353550928a7921
Charles Johnson,http://ufcstats.com/fighter-details/814e5233e2acf2ee
Jai Herbert,http://ufcstats.com/fighter-details/4c88a1db5a46c6a4
Kyle Nelson,http://ufcstats.com/fighter-details/31f8081c7600da93
Victoria Leonardo,http://ufcstats.com/fighter-details/9dedfdd91070ddd8
Mandy Bohm,http://ufcstats.com/fighter-details/297a2b35444c245b
Nicolas Dalby,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8
Claudio Silva,http://ufcstats.com/fighter-details/6f7c616b98e18c29
Yair Rodriguez,http://ufcstats.com/fighter-details/cbf5e6f231b55443
Brian Ortega,http://ufcstats.com/fighter-details/def8166ff24bd237
Amanda Lemos,http://ufcstats.com/fighter-details/3df5493bb279226f
Michelle Waterson-Gomez,http://ufcstats.com/fighter-details/eb04b9d31e938edb
Li Jingliang,http://ufcstats.com/fighter-details/e64b96c07d7ce999
Muslim Salikhov,http://ufcstats.com/fighter-details/447f9858ae78f921
Matt Schnell,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e
Sumudaerji,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3
Shane Burgos,http://ufcstats.com/fighter-details/98d961097baaf308
Charles Jourdain,http://ufcstats.com/fighter-details/f1d64ae34e088832
Lauren Murphy,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97
Miesha Tate,http://ufcstats.com/fighter-details/b96619b3acd7d9da
Punahele Soriano,http://ufcstats.com/fighter-details/64facb6cc564262d
Dalcha Lungiambula,http://ufcstats.com/fighter-details/ce632027bf2a871b
Ricky Simon,http://ufcstats.com/fighter-details/5987b2458f4b5290
Jack Shore,http://ufcstats.com/fighter-details/b8a85389d115e35a
Bill Algeo,http://ufcstats.com/fighter-details/9abc648e76c4493a
Herbert Burns,http://ufcstats.com/fighter-details/4f140403000158b5
Dustin Jacoby,http://ufcstats.com/fighter-details/e4277e87a789d687
Da Woon Jung,http://ufcstats.com/fighter-details/74f9448b97bf8bec
Dustin Stoltzfus,http://ufcstats.com/fighter-details/71505842fb6455c3
Dwight Grant,http://ufcstats.com/fighter-details/8be158ca1e5ea6a0
Emily Ducote,http://ufcstats.com/fighter-details/02f8fedc18cbd26c
