fighter,fighter_url
Jessica Penne,http://ufcstats.com/fighter-details/c742287ed86a09bc
Rafael Fiziev,http://ufcstats.com/fighter-details/c814b4c899793af6
Rafael Dos Anjos,http://ufcstats.com/fighter-details/6a2f7c151031653d
Caio Borralho,http://ufcstats.com/fighter-details/4126a78111c0855a
Armen Petrosyan,http://ufcstats.com/fighter-details/369ea36e450ae62a
Said Nurmagomedov,http://ufcstats.com/fighter-details/0fd5f4b838e890cc
Douglas Silva de Andrade,http://ufcstats.com/fighter-details/3a314d9fa7c6825d
Chase Sherman,http://ufcstats.com/fighter-details/01b352b6a9074d5c
Jared Vanderaa,http://ufcstats.com/fighter-details/2b68d9f125d07b42
Aiemann Zahabi,http://ufcstats.com/fighter-details/24656ef4d605c96f
Ricky Turcios,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c
Jamie Mullarkey,http://ufcstats.com/fighter-details/af9f42e6894047fc
Michael Johnson,http://ufcstats.com/fighter-details/511e82663651438d
Cody Brundage,http://ufcstats.com/fighter-details/f14f644d41ade29f
Tresean Gore,http://ufcstats.com/fighter-details/147e70aa6cc48cfc
Antonina Shevchenko,http://ufcstats.com/fighter-details/d7338bcb141abd2c
Cortney Casey,http://ufcstats.com/fighter-details/5f179af5fffeb9f6
David Onama,http://ufcstats.com/fighter-details/ffe9703408fb5964
Garrett Armfield,http://ufcstats.com/fighter-details/1effd880e1f1bb30
Kennedy Nzechukwu,http://ufcstats.com/fighter-details/8667caa0451d245b
Karl Roberson,http://ufcstats.com/fighter-details/37d5b176d438d2a5
Saidyokub Kakhramonov,http://ufcstats.com/fighter-details/50a28b9f8314e008
Ronnie Lawrence,http://ufcstats.com/fighter-details/e7e01e266a9d4342
Israel Adesanya,http://ufcstats.com/fighter-details/1338e2c7480bdf9e
Jared Cannonier,http://ufcstats.com/fighter-details/13a0275fa13c4d26
Alexander Volkanovski,http://ufcstats.com/fighter-details/e1248941344b3288
Max Holloway,http://ufcstats.com/fighter-details/150ff4cc642270b9
Alex Pereira,http://ufcstats.com/fighter-details/e5549c82bfb5582d
Sean Strickland,http://ufcstats.com/fighter-details/0d8011111be000b2
Bryan Barberena,http://ufcstats.com/fighter-details/a331233f597090a5
Robbie Lawler,http://ufcstats.com/fighter-details/f2925e6db404bf1d
Pedro Munhoz,http://ufcstats.com/fighter-details/6bd02119599741a4
Sean O'Malley,http://ufcstats.com/fighter-details/b50a426a33da0012
Jalin Turner,http://ufcstats.com/fighter-details/4d8fa64202cee4c1
Brad Riddell,http://ufcstats.com/fighter-details/37ed1ab2f8b819f4
Jim Miller,http://ufcstats.com/fighter-details/d1941565abf50b16
Donald Cerrone,http://ufcstats.com/fighter-details/1d00756835ca67c9
Ian Garry,http://ufcstats.com/fighter-details/442c9011034ae1fd
Gabe Green,http://ufcstats.com/fighter-details/5eb50529a8418b77
Dricus Du Plessis,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e
Brad Tavares,http://ufcstats.com/fighter-details/0c6d9ea8306c029e
Andre Muniz,http://ufcstats.com/fighter-details/886264a0c9f4ea5e
Uriah Hall,http://ufcstats.com/fighter-details/65578a75fa7900e3
Maycee Barber,http://ufcstats.com/fighter-details/6a740daf1b279661
Jessica Eye,http://ufcstats.com/fighter-details/f72465a784c1b084
Julija Stoliarenko,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Jessica-Rose Clark,http://ufcstats.com/fighter-details/6c8072b61c276e67
Mateusz Gamrot,http://ufcstats.com/fighter-details/72db2a14ffa73ece
Arman Tsarukyan,http://ufcstats.com/fighter-details/eae48ff31db420c2
Shavkat Rakhmonov,http://ufcstats.com/fighter-details/01afe0916a40c7c5
Neil Magny,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5
Josh Parisian,http://ufcstats.com/fighter-details/b5da8f7d05e85a55
Alan Baudot,http://ufcstats.com/fighter-details/c9a94278df042f46
Thiago Moises,http://ufcstats.com/fighter-details/d945aae53e3e54e6
Christos Giagos,http://ufcstats.com/fighter-details/de45aaae23dfa392
Umar Nurmagomedov,http://ufcstats.com/fighter-details/2b6fc1c02736833d
Nate Maness,http://ufcstats.com/fighter-details/6e9f40c706f91f32
Chris Curtis,http://ufcstats.com/fighter-details/5442f1bc4b47eaf3
Rodolfo Vieira,http://ufcstats.com/fighter-details/260e9e0d4954aea6
Carlos Ulberg,http://ufcstats.com/fighter-details/9014c02eff8b3d62
Tafon Nchukwi,http://ufcstats.com/fighter-details/6aae253467e8f9ce
Shayilan Nuerdanbieke,http://ufcstats.com/fighter-details/0a73acff6325c1e2
TJ Brown,http://ufcstats.com/fighter-details/d31cbcdd7d69536d
Sergey Morozov,http://ufcstats.com/fighter-details/2f6a993c7f547c13
Raulian Paiva,http://ufcstats.com/fighter-details/82b4e942781b1046
Cody Durden,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036
JP Buys,http://ufcstats.com/fighter-details/0b362247806341e5
Mario Bautista,http://ufcstats.com/fighter-details/bc711b6dd95c1af6
Brian Kelleher,http://ufcstats.com/fighter-details/7be14eaed4c74856
Vanessa Demopoulos,http://ufcstats.com/fighter-details/2c483cf443f38ece
Jinh Yu Frey,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8
Josh Emmett,http://ufcstats.com/fighter-details/fba03cd6cc28dc41
Calvin Kattar,http://ufcstats.com/fighter-details/751de04455cfaac0
Kevin Holland,http://ufcstats.com/fighter-details/3a46b268013afede
Tim Means,http://ufcstats.com/fighter-details/4b47e71384a9522f
Joaquin Buckley,http://ufcstats.com/fighter-details/b9437600497350f3
Albert Duraev,http://ufcstats.com/fighter-details/6b7c7460855dbbb9
Damir Ismagulov,http://ufcstats.com/fighter-details/135d124172a0bea3
Guram Kutateladze,http://ufcstats.com/fighter-details/7772b283d288dbe2
Gregory Rodrigues,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd
Julian Marquez,http://ufcstats.com/fighter-details/d0e1b42d41dab603
Adrian Yanez,http://ufcstats.com/fighter-details/0232cabbc30a2372
Tony Kelley,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2
Natalia Silva,http://ufcstats.com/fighter-details/262d32ebda89efc4
Jasmine Jasudavicius,http://ufcstats.com/fighter-details/a9e260472d321361
Jeremiah Wells,http://ufcstats.com/fighter-details/d66a46de8d705353
Court McGee,http://ufcstats.com/fighter-details/523fa774700d7d3f
Ricardo Ramos,http://ufcstats.com/fighter-details/1ae8f3c723aacff4
Danny Chavez,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c
Maria Oliveira,http://ufcstats.com/fighter-details/37d752ec41ed84bb
Gloria de Paula,http://ufcstats.com/fighter-details/5dd180c8b3196786
Cody Stamann,http://ufcstats.com/fighter-details/bf7ad5628363eec9
Eddie Wineland,http://ufcstats.com/fighter-details/fc9a9559a05f2704
Phil Hawes,http://ufcstats.com/fighter-details/547afe1017e72dbe
Deron Winn,http://ufcstats.com/fighter-details/483a953b18d73bb3
Roman Dolidze,http://ufcstats.com/fighter-details/327d5f279895110d
Kyle Daukaus,http://ufcstats.com/fighter-details/d6c0cdd7e467c440
Jiri Prochazka,http://ufcstats.com/fighter-details/009341ed974bad72
Glover Teixeira,http://ufcstats.com/fighter-details/7ff97850e8c32bda
Valentina Shevchenko,http://ufcstats.com/fighter-details/132deb59abae64b1
Taila Santos,http://ufcstats.com/fighter-details/f7467152fd9f18a2
Zhang Weili,http://ufcstats.com/fighter-details/1ebe20ebbfa15e29
Joanna Jedrzejczyk,http://ufcstats.com/fighter-details/3d6749c4267da18f
Jake Matthews,http://ufcstats.com/fighter-details/a845f0735bc67405
Andre Fialho,http://ufcstats.com/fighter-details/33efaf2d0941cfcf
Jack Della Maddalena,http://ufcstats.com/fighter-details/6b453bc35a823c3f
Ramazan Emeev,http://ufcstats.com/fighter-details/abd5fb12437eda21
Josh Culibao,http://ufcstats.com/fighter-details/6751eacd16bd59bc
SeungWoo Choi,http://ufcstats.com/fighter-details/a68575214ecad140
Maheshate,http://ufcstats.com/fighter-details/8c1ca54b5089d199
Steve Garcia,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889
Brendan Allen,http://ufcstats.com/fighter-details/2f181c0467965b98
Jacob Malkoun,http://ufcstats.com/fighter-details/d4270315cbcf2569
Kyung Ho Kang,http://ufcstats.com/fighter-details/a7897d200692ab64
Batgerel Danaa,http://ufcstats.com/fighter-details/3b0a516d2921e0d6
Silvana Gomez Juarez,http://ufcstats.com/fighter-details/b4880ef2f838d4e1
Liang Na,http://ufcstats.com/fighter-details/ec0dcceace7d25a3
Joselyne Edwards,http://ufcstats.com/fighter-details/f9ab66e67240db7b
Ramona Pascual,http://ufcstats.com/fighter-details/3eb4dc9a7d4ac906
Alexander Volkov,http://ufcstats.com/fighter-details/279566840aa55bf2
Jairzinho Rozenstruik,http://ufcstats.com/fighter-details/2cd428e9606856fd
Movsar Evloev,http://ufcstats.com/fighter-details/76e2870ffafbe38f
Dan Ige,http://ufcstats.com/fighter-details/82a5152216251682
Lucas Almeida,http://ufcstats.com/fighter-details/710f0f8c5d5c9d41
Michael Trizano,http://ufcstats.com/fighter-details/5bf31a46becc1204
Karine Silva,http://ufcstats.com/fighter-details/9d62c2d8ee151f08
Poliana Botelho,http://ufcstats.com/fighter-details/5c126c6aac3ef364
Ode Osbourne,http://ufcstats.com/fighter-details/6d68c1afe954f121
Zarrukh Adashev,http://ufcstats.com/fighter-details/79cb2a690b9ba5e8
Alonzo Menifield,http://ufcstats.com/fighter-details/a495f599e787614f
Askar Mozharov,http://ufcstats.com/fighter-details/e92901944ce91909
Karolina Kowalkiewicz,http://ufcstats.com/fighter-details/d7c3816669784109
Felice Herrig,http://ufcstats.com/fighter-details/b6850671a008bf9a
Joe Solecki,http://ufcstats.com/fighter-details/af65aa688d13eedf
Alex Da Silva,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4
Damon Jackson,http://ufcstats.com/fighter-details/29af297d9f1de0f8
Dan Argueta,http://ufcstats.com/fighter-details/e4ba58725825412d
Benoit Saint Denis,http://ufcstats.com/fighter-details/c2299ec916bc7c56
Niklas Stolze,http://ufcstats.com/fighter-details/62f7097c04311193
Tony Gravely,http://ufcstats.com/fighter-details/601964f9654f911a
Johnny Munoz,http://ufcstats.com/fighter-details/f6bcbd91b114ff58
Jeff Molina,http://ufcstats.com/fighter-details/008ea710276c9606
Zhalgas Zhumagulov,http://ufcstats.com/fighter-details/55fa6ce3e522c8bb
Rinat Fakhretdinov,http://ufcstats.com/fighter-details/8f765fd5775a8873
Andreas Michailidis,http://ufcstats.com/fighter-details/79325a3c1a5c3bf4
Erin Blanchfield,http://ufcstats.com/fighter-details/669970f7feba8ecd
JJ Aldrich,http://ufcstats.com/fighter-details/6fd953151d981979
Ketlen Vieira,http://ufcstats.com/fighter-details/b9706f80d005036c
Holly Holm,http://ufcstats.com/fighter-details/634e2fb70bde3fd5
Michel Pereira,http://ufcstats.com/fighter-details/595db60957de51d3
Santiago Ponzinibbio,http://ufcstats.com/fighter-details/6d1bffff14897645
Chidi Njokuani,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef
Dusko Todorovic,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f
Tabatha Ricci,http://ufcstats.com/fighter-details/d25240135aee03e5
Polyana Viana,http://ufcstats.com/fighter-details/9673a497a9da119a
JunYong Park,http://ufcstats.com/fighter-details/285ae0b4a68221f4
Eryk Anders,http://ufcstats.com/fighter-details/cad24459b28592ca
Joseph Holmes,http://ufcstats.com/fighter-details/8d20d76af3f213ce
Alen Amedovski,http://ufcstats.com/fighter-details/70fa1c64a2c439ef
Jailton Almeida,http://ufcstats.com/fighter-details/41e83a89929d1327
Parker Porter,http://ufcstats.com/fighter-details/ac40f7e3cbecdda4
Uros Medic,http://ufcstats.com/fighter-details/681399317dbf4701
Omar Morales,http://ufcstats.com/fighter-details/a0e6753c42698f13
Jonathan Martinez,http://ufcstats.com/fighter-details/f2477cf43c4975cc
Vince Morales,http://ufcstats.com/fighter-details/37098a6e6c27fb66
Chase Hooper,http://ufcstats.com/fighter-details/971246648e162f0d
Felipe Colares,http://ufcstats.com/fighter-details/dbac0a413af64bbe
Sam Hughes,http://ufcstats.com/fighter-details/e94085e821bd81de
Elise Reed,http://ufcstats.com/fighter-details/ac7c765882f2c68c
Jan Blachowicz,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8
Aleksandar Rakic,http://ufcstats.com/fighter-details/333b9e5c723ac873
Ryan Spann,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80
Ion Cutelaba,http://ufcstats.com/fighter-details/cd13728ae1151f46
Davey Grant,http://ufcstats.com/fighter-details/113df4fde64735c6
Louis Smolka,http://ufcstats.com/fighter-details/d2bc285ead803db0
Katlyn Chookagian,http://ufcstats.com/fighter-details/e872e9a9a902c045
Amanda Ribas,http://ufcstats.com/fighter-details/beecb672a279223e
Manuel Torres,http://ufcstats.com/fighter-details/2e7878927067fdca
Frank Camacho,http://ufcstats.com/fighter-details/764342d39cdaa54a
Allan Nascimento,http://ufcstats.com/fighter-details/253076a23d03dcd0
Jake Hadley,http://ufcstats.com/fighter-details/60a42bf82447c919
Viviane Araujo,http://ufcstats.com/fighter-details/36541f1e6c5d4955
Andrea Lee,http://ufcstats.com/fighter-details/05fa626cb33d15b8
Michael Johnson,http://ufcstats.com/fighter-details/511e82663651438d
Alan Patrick,http://ufcstats.com/fighter-details/cd7763bcadb5d4c8
Virna Jandiroba,http://ufcstats.com/fighter-details/7dda2cf308f24a02
Angela Hill,http://ufcstats.com/fighter-details/f0feeb2192937424
Tatsuro Taira,http://ufcstats.com/fighter-details/4461d7e47375a895
Carlos Candelario,http://ufcstats.com/fighter-details/760a55d5b6098cbe
Andre Petroski,http://ufcstats.com/fighter-details/5f61780fe5e9b6d0
Nick Maximov,http://ufcstats.com/fighter-details/12585614e0ed2626
Charles Oliveira,http://ufcstats.com/fighter-details/07225ba28ae309b6
Justin Gaethje,http://ufcstats.com/fighter-details/9e8f6c728eb01124
Carla Esparza,http://ufcstats.com/fighter-details/d910665038efc639
Rose Namajunas,http://ufcstats.com/fighter-details/47b63240018d5d86
Michael Chandler,http://ufcstats.com/fighter-details/4b93a88f3b1de35b
Tony Ferguson,http://ufcstats.com/fighter-details/22a92d7f62195791
Ovince Saint Preux,http://ufcstats.com/fighter-details/50db8711c70196cd
Mauricio Rua,http://ufcstats.com/fighter-details/140745cbbcb023ac
Randy Brown,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Khaos Williams,http://ufcstats.com/fighter-details/2558ae2e5671e318
Francisco Trinaldo,http://ufcstats.com/fighter-details/a8283a4f415e1eb9
Danny Roberts,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9
Macy Chiasson,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b
Norma Dumont,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9
Brandon Royval,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15
Matt Schnell,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e
Blagoy Ivanov,http://ufcstats.com/fighter-details/1788eee370f077b7
Marcos Rogerio de Lima,http://ufcstats.com/fighter-details/ab943cd2c3c17825
Andre Fialho,http://ufcstats.com/fighter-details/33efaf2d0941cfcf
Cameron VanCamp,http://ufcstats.com/fighter-details/87e2468b986ebb79
Tracy Cortez,http://ufcstats.com/fighter-details/68d4a891e5cf2029
Melissa Gatto,http://ufcstats.com/fighter-details/a4a80dd7336ffd59
CJ Vergara,http://ufcstats.com/fighter-details/077e3ace32b72be9
Kleydson Rodrigues,http://ufcstats.com/fighter-details/102a8fdf8cbf7467
Loopy Godinez,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7
Ariane Carnelossi,http://ufcstats.com/fighter-details/c0d5c0c95c59050b
Journey Newson,http://ufcstats.com/fighter-details/78f485f851891d68
Fernie Garcia,http://ufcstats.com/fighter-details/9e92e1ca498d7244
Marlon Vera,http://ufcstats.com/fighter-details/7c7332319c14094c
Rob Font,http://ufcstats.com/fighter-details/05339613bf8e9808
Andrei Arlovski,http://ufcstats.com/fighter-details/3738e68d2261e60f
Jake Collier,http://ufcstats.com/fighter-details/92fa1401b7927da3
Joanderson Brito,http://ufcstats.com/fighter-details/791c8437b341fba5
Andre Fili,http://ufcstats.com/fighter-details/8fd808923cffff82
Grant Dawson,http://ufcstats.com/fighter-details/99bd51917728c25d
Jared Gordon,http://ufcstats.com/fighter-details/7026eca45f65377b
Darren Elkins,http://ufcstats.com/fighter-details/92a9aa9c93192871
Tristan Connelly,http://ufcstats.com/fighter-details/2ebfbe72ed703925
Krzysztof Jotko,http://ufcstats.com/fighter-details/4e06913c91da5200
Gerald Meerschaert,http://ufcstats.com/fighter-details/6ac9bc2953c47345
Alexandr Romanov,http://ufcstats.com/fighter-details/c0badf3243907e59
Chase Sherman,http://ufcstats.com/fighter-details/01b352b6a9074d5c
Francisco Figueiredo,http://ufcstats.com/fighter-details/cdadae5363b66eef
Daniel Lacerda,http://ufcstats.com/fighter-details/31bb0772f21cabd8
Gabe Green,http://ufcstats.com/fighter-details/5eb50529a8418b77
Yohan Lainesse,http://ufcstats.com/fighter-details/f998f5c102250d6e
Natan Levy,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5
Mike Breeden,http://ufcstats.com/fighter-details/d80ee110748171ac
Shanna Young,http://ufcstats.com/fighter-details/568bbad0eaced57c
Gina Mazany,http://ufcstats.com/fighter-details/016a8d958883167c
Jessica Andrade,http://ufcstats.com/fighter-details/6a1901c62ab3870f
Amanda Lemos,http://ufcstats.com/fighter-details/3df5493bb279226f
Claudio Puelles,http://ufcstats.com/fighter-details/d747eb273a40a920
Clay Guida,http://ufcstats.com/fighter-details/c47df9303d318c67
Maycee Barber,http://ufcstats.com/fighter-details/6a740daf1b279661
Montana De La Rosa,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3
Charles Jourdain,http://ufcstats.com/fighter-details/f1d64ae34e088832
Lando Vannata,http://ufcstats.com/fighter-details/f9b200db02b488d9
Marc-Andre Barriault,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
Jordan Wright,http://ufcstats.com/fighter-details/c878270af633eb11
Sergey Khandozhko,http://ufcstats.com/fighter-details/90da09db03e41748
Dwight Grant,http://ufcstats.com/fighter-details/8be158ca1e5ea6a0
Tyson Pedro,http://ufcstats.com/fighter-details/49e96ff8ab781589
Ike Villanueva,http://ufcstats.com/fighter-details/f9d0cae37dabfafc
Aoriqileng,http://ufcstats.com/fighter-details/7d420039bbfe7c1a
Cameron Else,http://ufcstats.com/fighter-details/5f3da9a9610d8969
Preston Parsons,http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0
Evan Elder,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e
Philipe Lins,http://ufcstats.com/fighter-details/53c943c873cffe90
Marcin Prachnio,http://ufcstats.com/fighter-details/6370c1c1e12723d5
Mike Jackson,http://ufcstats.com/fighter-details/0641c21bec209472
Dean Barry,http://ufcstats.com/fighter-details/a6f3d15cb84334bb
Belal Muhammad,http://ufcstats.com/fighter-details/b1b0729d27936f2f
Vicente Luque,http://ufcstats.com/fighter-details/6d4b63c767106d3a
Caio Borralho,http://ufcstats.com/fighter-details/4126a78111c0855a
Gadzhi Omargadzhiev,http://ufcstats.com/fighter-details/684d3aee255a3d09
Andre Fialho,http://ufcstats.com/fighter-details/33efaf2d0941cfcf
Miguel Baeza,http://ufcstats.com/fighter-details/82d4c957649faf9b
Mayra Bueno Silva,http://ufcstats.com/fighter-details/cc8c623cca88f54f
Wu Yanan,http://ufcstats.com/fighter-details/fdbefee0827e1567
Pat Sabatini,http://ufcstats.com/fighter-details/b8bbdeff718dbb7d
TJ Laramie,http://ufcstats.com/fighter-details/cd2e5a390821fb48
Mounir Lazzez,http://ufcstats.com/fighter-details/49ee5024966efc0d
Ange Loosa,http://ufcstats.com/fighter-details/1497e735d9f2560a
Devin Clark,http://ufcstats.com/fighter-details/cc7040fe76f0ef91
William Knight,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95
Pannie Kianzad,http://ufcstats.com/fighter-details/91dac5e69e28d5b5
Lina Lansberg,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff
Drakkar Klose,http://ufcstats.com/fighter-details/7cbf7c78d3b34218
Brandon Jenkins,http://ufcstats.com/fighter-details/6a8928652fc01bee
Rafa Garcia,http://ufcstats.com/fighter-details/e132d47bd9efbbe0
Jesse Ronson,http://ufcstats.com/fighter-details/5580771f383e141f
Martin Buday,http://ufcstats.com/fighter-details/8eb046f83e82bf26
Chris Barnett,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
Jordan Leavitt,http://ufcstats.com/fighter-details/ac026518a9b4dc0f
Trey Ogden,http://ufcstats.com/fighter-details/cfc3e7bb44685289
Sam Hughes,http://ufcstats.com/fighter-details/e94085e821bd81de
Istela Nunes,http://ufcstats.com/fighter-details/efc67b07eed39794
Alatengheili,http://ufcstats.com/fighter-details/1897b7b913736a7c
Kevin Croom,http://ufcstats.com/fighter-details/35b3772629e27a49
Alexander Volkanovski,http://ufcstats.com/fighter-details/e1248941344b3288
Chan Sung Jung,http://ufcstats.com/fighter-details/c451d67c09c55418
Aljamain Sterling,http://ufcstats.com/fighter-details/cb696ebfb6598724
Petr Yan,http://ufcstats.com/fighter-details/d661ce4da776fc20
Khamzat Chimaev,http://ufcstats.com/fighter-details/767755fd74662dbf
Gilbert Burns,http://ufcstats.com/fighter-details/23024fdfc966410a
Mackenzie Dern,http://ufcstats.com/fighter-details/7447e9f28508106a
Tecia Torres,http://ufcstats.com/fighter-details/31ef8b67e13495b3
Mark Madsen,http://ufcstats.com/fighter-details/da0995f19b749cfa
Vinc Pichel,http://ufcstats.com/fighter-details/c77a953488e5607d
Ian Garry,http://ufcstats.com/fighter-details/442c9011034ae1fd
Darian Weeks,http://ufcstats.com/fighter-details/326a001926ffb7ec
Anthony Hernandez,http://ufcstats.com/fighter-details/093e1f5bb73850be
Josh Fremd,http://ufcstats.com/fighter-details/ca43de99b07b6b40
Raquel Pennington,http://ufcstats.com/fighter-details/fc169c387b4b465d
Aspen Ladd,http://ufcstats.com/fighter-details/d4691518d012b9e7
Mike Malott,http://ufcstats.com/fighter-details/dd6103dd7127db1d
Mickey Gall,http://ufcstats.com/fighter-details/9e50097a89442158
Aleksei Oleinik,http://ufcstats.com/fighter-details/98c23cb6da5b3352
Jared Vanderaa,http://ufcstats.com/fighter-details/2b68d9f125d07b42
Piera Rodriguez,http://ufcstats.com/fighter-details/e375cb5caf4717b6
Kay Hansen,http://ufcstats.com/fighter-details/4100c7a09497ad41
Julio Arce,http://ufcstats.com/fighter-details/1291edf2d566a71a
Daniel Santos,http://ufcstats.com/fighter-details/b67d6bacc68d4c92
Curtis Blaydes,http://ufcstats.com/fighter-details/fa6796c55d6c5440
Chris Daukaus,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45
Alexa Grasso,http://ufcstats.com/fighter-details/e8b731feff72294b
Joanne Wood,http://ufcstats.com/fighter-details/12f91bfa8f1f723b
Bryan Barberena,http://ufcstats.com/fighter-details/a331233f597090a5
Matt Brown,http://ufcstats.com/fighter-details/31123249b0bbf52e
Kai Kara-France,http://ufcstats.com/fighter-details/853eb0dd5c0e2149
Askar Askarov,http://ufcstats.com/fighter-details/b1d19449397541dc
Neil Magny,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5
Max Griffin,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d
Marc Diakiese,http://ufcstats.com/fighter-details/32c355b04fc57f3a
Viacheslav Borshchev,http://ufcstats.com/fighter-details/19c591115a58982c
Sara McMann,http://ufcstats.com/fighter-details/7be74a12d7352df2
Karol Rosa,http://ufcstats.com/fighter-details/351c4ec637380ad5
Chris Gutierrez,http://ufcstats.com/fighter-details/45f0cc9d18f35137
Batgerel Danaa,http://ufcstats.com/fighter-details/3b0a516d2921e0d6
Aliaskhab Khizriev,http://ufcstats.com/fighter-details/7ab478c397cd68ef
Denis Tiuliulin,http://ufcstats.com/fighter-details/0112352cb32f5026
Manon Fiorot,http://ufcstats.com/fighter-details/34ff304266360297
Jennifer Maia,http://ufcstats.com/fighter-details/8e1f36476ef02a6a
Matheus Nicolau,http://ufcstats.com/fighter-details/1a31ef98efce7a79
David Dvorak,http://ufcstats.com/fighter-details/9ada30894bf04e19
Luis Saldana,http://ufcstats.com/fighter-details/12e0fdc606f7e274
Bruno Souza,http://ufcstats.com/fighter-details/0e5c4e72237461bb
Tom Aspinall,http://ufcstats.com/fighter-details/399afbabc02376b5
Alexander Volkov,http://ufcstats.com/fighter-details/279566840aa55bf2
Arnold Allen,http://ufcstats.com/fighter-details/040a74bb0a465c54
Dan Hooker,http://ufcstats.com/fighter-details/193b9d1858bc4df3
Paddy Pimblett,http://ufcstats.com/fighter-details/7826923b47f8d72a
Kazula Vargas,http://ufcstats.com/fighter-details/ec18eb918121787c
Gunnar Nelson,http://ufcstats.com/fighter-details/fd55393021a8c255
Takashi Sato,http://ufcstats.com/fighter-details/8abac218746e04ca
Molly McCann,http://ufcstats.com/fighter-details/51018a31ddf31eb2
Luana Carolina,http://ufcstats.com/fighter-details/528b071cf3da7c56
Ilia Topuria,http://ufcstats.com/fighter-details/54f64b5e283b0ce7
Jai Herbert,http://ufcstats.com/fighter-details/4c88a1db5a46c6a4
Makwan Amirkhani,http://ufcstats.com/fighter-details/87a1dc546b1c5caf
Mike Grundy,http://ufcstats.com/fighter-details/56fcb2c4d99f9d1b
Sergei Pavlovich,http://ufcstats.com/fighter-details/f14cf73e51b29254
Shamil Abdurakhimov,http://ufcstats.com/fighter-details/2f5cbecbbe18bac4
Paul Craig,http://ufcstats.com/fighter-details/eabf206b162b3b83
Nikita Krylov,http://ufcstats.com/fighter-details/1091d4d957141094
Jack Shore,http://ufcstats.com/fighter-details/b8a85389d115e35a
Timur Valiev,http://ufcstats.com/fighter-details/45e738622ea2c02c
Elise Reed,http://ufcstats.com/fighter-details/ac7c765882f2c68c
Cory McKenna,http://ufcstats.com/fighter-details/3351aa64aa83c4d9
Muhammad Mokaev,http://ufcstats.com/fighter-details/75353550928a7921
Cody Durden,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036
Magomed Ankalaev,http://ufcstats.com/fighter-details/d802174b0c0c1f4e
Thiago Santos,http://ufcstats.com/fighter-details/dea070ed4a2a8281
Song Yadong,http://ufcstats.com/fighter-details/efb96bf3e9ada36f
Marlon Moraes,http://ufcstats.com/fighter-details/fea79f9bc8c68769
Sodiq Yusuff,http://ufcstats.com/fighter-details/94426bb170c88115
Alex Caceres,http://ufcstats.com/fighter-details/7aa3d6964eff4877
Khalil Rountree Jr.,http://ufcstats.com/fighter-details/749f572d1d3161fb
Karl Roberson,http://ufcstats.com/fighter-details/37d5b176d438d2a5
Drew Dober,http://ufcstats.com/fighter-details/519e4fe37ce9ff75
Terrance McKinney,http://ufcstats.com/fighter-details/809bd1a871491508
Alex Pereira,http://ufcstats.com/fighter-details/e5549c82bfb5582d
Bruno Silva,http://ufcstats.com/fighter-details/12ebd7d157e91701
Matthew Semelsberger,http://ufcstats.com/fighter-details/4aa58269d0664b5b
AJ Fletcher,http://ufcstats.com/fighter-details/725b1abc9a39d873
JJ Aldrich,http://ufcstats.com/fighter-details/6fd953151d981979
Gillian Robertson,http://ufcstats.com/fighter-details/38c7f72747f4f712
Javid Basharat,http://ufcstats.com/fighter-details/bbab3baf66128ae2
Trevin Jones,http://ufcstats.com/fighter-details/ec23c1be628d8057
Damon Jackson,http://ufcstats.com/fighter-details/29af297d9f1de0f8
Kamuela Kirk,http://ufcstats.com/fighter-details/c7d7fda69ec410d3
